result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
pedersen2025_morpheus_t48m_paid_any_any,pedersen2025,opus_2014,morpheus,morpheus_116,48,since_baseline,,,paid_any,"Table 2 row ""Employment"". Defined at Methods 2.6.2: ""Employment status was obtained from the Danish Register for Evaluation of Marginalisation (DREAM) ... Weeks with labour market contribution were defined as periods of employment, with the specific number of hours worked each month extracted."" Row: ""2-4 years after baseline"".",reported,any_time_during_followup,24,37,116,,,116,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,odds_ratio,1.20,,23.34,,46,116,,,,,18,116,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 1.20 (0.65; 2.22); crude OR 1.38 (0.79; 2.40); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Cumulative attainment: the report's own wording is ""employment any time during the periods 0-2 and 2-4 years of follow-up"" (Methods 2.7.1). Not point prevalence. Employment-selected cohort and an allocated-arm row, so this cannot enter the primary prevalence pool under D9 and SAP 2.1 whatever its ascertainment. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_standard_t48m_paid_any_any,pedersen2025,opus_2014,standard,standard_130,48,since_baseline,,,paid_any,"Table 2 row ""Employment"". Defined at Methods 2.6.2: ""Employment status was obtained from the Danish Register for Evaluation of Marginalisation (DREAM) ... Weeks with labour market contribution were defined as periods of employment, with the specific number of hours worked each month extracted."" Row: ""2-4 years after baseline"".",reported,any_time_during_followup,24,33,130,,,130,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,,,,23.17,,53,130,,,,,7,130,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 1.20 (0.65; 2.22); crude OR 1.38 (0.79; 2.40); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Cumulative attainment: the report's own wording is ""employment any time during the periods 0-2 and 2-4 years of follow-up"" (Methods 2.7.1). Not point prevalence. Employment-selected cohort and an allocated-arm row, so this cannot enter the primary prevalence pool under D9 and SAP 2.1 whatever its ascertainment. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_morpheus_t24m_edu_point,pedersen2025,opus_2014,morpheus,morpheus_116,24,since_baseline,,,education_only,"Table 2 row ""Education"". Defined at Methods 2.6.2: ""Education was defined by the number of weeks with state educational grants."" Row: ""2 years after baseline"".",reported,point_prevalence,,12,116,,,116,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,odds_ratio,2.02,,23.34,,46,116,,,,,18,116,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 2.02 (0.64; 6.29); crude OR 2.88 (0.98; 8.45); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_standard_t24m_edu_point,pedersen2025,opus_2014,standard,standard_130,24,since_baseline,,,education_only,"Table 2 row ""Education"". Defined at Methods 2.6.2: ""Education was defined by the number of weeks with state educational grants."" Row: ""2 years after baseline"".",reported,point_prevalence,,5,130,,,130,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,,,,23.17,,53,130,,,,,7,130,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 2.02 (0.64; 6.29); crude OR 2.88 (0.98; 8.45); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_morpheus_t48m_edu_point,pedersen2025,opus_2014,morpheus,morpheus_116,48,since_baseline,,,education_only,"Table 2 row ""Education"". Defined at Methods 2.6.2: ""Education was defined by the number of weeks with state educational grants."" Row: ""4 years after baseline"".",reported,point_prevalence,,12,116,,,116,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,odds_ratio,1.08,,23.34,,46,116,,,,,18,116,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 1.08 (0.42; 2.75); crude OR 1.38 (0.57; 3.34); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_standard_t48m_edu_point,pedersen2025,opus_2014,standard,standard_130,48,since_baseline,,,education_only,"Table 2 row ""Education"". Defined at Methods 2.6.2: ""Education was defined by the number of weeks with state educational grants."" Row: ""4 years after baseline"".",reported,point_prevalence,,10,130,,,130,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,,,,23.17,,53,130,,,,,7,130,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 1.08 (0.42; 2.75); crude OR 1.38 (0.57; 3.34); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_morpheus_t24m_noncomp_point,pedersen2025,opus_2014,morpheus,morpheus_116,24,since_baseline,,,vocational_activity,"Table 2 row ""Non-competitive employment"". Defined at Methods 2.6.2: ""Non-competitive employment was defined by weeks during which individuals received social benefits, contingent on their engagement in supportive employment or internships."" Row: ""2 years after baseline"".",reported,point_prevalence,,13,116,,,116,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,odds_ratio,0.51,,23.34,,46,116,,,,,18,116,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 0.51 (0.23; 1.16); crude OR 0.46 (0.23; 0.94); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. NOT PAID WORK: the source defines non-competitive employment by receipt of social benefits contingent on engagement in supported employment or internships, i.e. welfare remuneration, which SAP 3.1 excludes from paid work. Coded vocational_activity, never paid_sheltered_noncompetitive. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_standard_t24m_noncomp_point,pedersen2025,opus_2014,standard,standard_130,24,since_baseline,,,vocational_activity,"Table 2 row ""Non-competitive employment"". Defined at Methods 2.6.2: ""Non-competitive employment was defined by weeks during which individuals received social benefits, contingent on their engagement in supportive employment or internships."" Row: ""2 years after baseline"".",reported,point_prevalence,,28,130,,,130,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,,,,23.17,,53,130,,,,,7,130,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 0.51 (0.23; 1.16); crude OR 0.46 (0.23; 0.94); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. NOT PAID WORK: the source defines non-competitive employment by receipt of social benefits contingent on engagement in supported employment or internships, i.e. welfare remuneration, which SAP 3.1 excludes from paid work. Coded vocational_activity, never paid_sheltered_noncompetitive. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_morpheus_t48m_noncomp_point,pedersen2025,opus_2014,morpheus,morpheus_116,48,since_baseline,,,vocational_activity,"Table 2 row ""Non-competitive employment"". Defined at Methods 2.6.2: ""Non-competitive employment was defined by weeks during which individuals received social benefits, contingent on their engagement in supportive employment or internships."" Row: ""4 years after baseline"".",reported,point_prevalence,,9,116,,,116,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,odds_ratio,0.44,,23.34,,46,116,,,,,18,116,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 0.44 (0.19; 1.01); crude OR 0.37 (0.16; 0.84); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. NOT PAID WORK: the source defines non-competitive employment by receipt of social benefits contingent on engagement in supported employment or internships, i.e. welfare remuneration, which SAP 3.1 excludes from paid work. Coded vocational_activity, never paid_sheltered_noncompetitive. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
pedersen2025_standard_t48m_noncomp_point,pedersen2025,opus_2014,standard,standard_130,48,since_baseline,,,vocational_activity,"Table 2 row ""Non-competitive employment"". Defined at Methods 2.6.2: ""Non-competitive employment was defined by weeks during which individuals received social benefits, contingent on their engagement in supportive employment or internships."" Row: ""4 years after baseline"".",reported,point_prevalence,,24,130,,,130,,outcome_observed,register_complete,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",,,,,,,none,,,,,23.17,,53,130,,,,,7,130,"Adjusted OR (95% CI) for Morpheus vs standard vocational rehabilitation at this row: 0.44 (0.19; 1.01); crude OR 0.37 (0.16; 0.84); adjusted for gender, age, education and employment status at baseline (Table 2, p. 7 of 11). Status at the timepoint: employment and education are recorded weekly in DREAM and the periods are converted to weeks 0-104 and 105-208, so ""2 years after baseline"" is status in the week at 2 years. NOT PAID WORK: the source defines non-competitive employment by receipt of social benefits contingent on engagement in supported employment or internships, i.e. welfare remuneration, which SAP 3.1 excludes from paid work. Coded vocational_activity, never paid_sheltered_noncompetitive. Baseline is the date of inclusion in the OPUS programme (Methods 2.6.2); the abstract's ""2 and 4 years after diagnosis"" is a looser restatement of the same clock."
peebo2022_cohort_t12m_employment_completers,peebo2022,tallinn_fep,cohort,completers_107,12,since_baseline,,,unclear,"Table 2a/2b row ""Employment%"". The report gives NO definition of employment anywhere. The only structure available is the mutually exclusive baseline classification in Table 1 (p. 209): ""Employed 88 (44.2) / Unemployed 57 (28.6) / Student 28 (14.1) / Permanent incapacity for work 1 (0.5) / No answer 25 (12.6)"", in which students are counted separately from the employed. Narrative: ""After 2 years, employment was significantly higher than at baseline, increased by 14% (from 43.9% at baseline to 57.9% at the two-year follow-up).""",reported,point_prevalence,,,107,107,,199,107,outcome_observed,complete_case,"Table 2a, p. 210; narrative Results, Early assessment, p. 209",,,,,,,none,,,,,28.4,,60,107,,,,,,,"NO NUMERATOR EXISTS IN THIS REPORT. Employment at every follow-up is printed as a percentage only; n_employed is left blank rather than back-calculated, which is why peebo2022 carries report_quantifiable = no. outcome_construct is `unclear` because the report never defines what ""Employment"" counted (prompt stop rule: the construct is never defined); the Table 1 category structure suggests paid employment excluding students, but that is an inference, not the source. Timepoints are months after discharge from the index admission (""Assessments were done at admission and 6 (except Q-les-Q), 12 and 24 months after discharge""). The 6-month figures are not extracted: they fall below the review's twelve-month minimum. Table 2a is explicitly the 107 ""who attended all the follow-ups"", so employment status was observed for all 107. 47.7% of 107 = 51.0, i.e. the printed percentage is consistent with an integer numerator of 51 on this base; the numerator is nevertheless left blank because recovering it requires back-calculation from a percentage."
peebo2022_cohort_t24m_employment_completers,peebo2022,tallinn_fep,cohort,completers_107,24,since_baseline,,,unclear,"Table 2a/2b row ""Employment%"". The report gives NO definition of employment anywhere. The only structure available is the mutually exclusive baseline classification in Table 1 (p. 209): ""Employed 88 (44.2) / Unemployed 57 (28.6) / Student 28 (14.1) / Permanent incapacity for work 1 (0.5) / No answer 25 (12.6)"", in which students are counted separately from the employed. Narrative: ""After 2 years, employment was significantly higher than at baseline, increased by 14% (from 43.9% at baseline to 57.9% at the two-year follow-up).""",reported,point_prevalence,,,107,107,,199,107,outcome_observed,complete_case,"Table 2a, p. 210; narrative Results, Early assessment, p. 209",,,,,,,none,,,,,28.4,,60,107,,,,,,,"NO NUMERATOR EXISTS IN THIS REPORT. Employment at every follow-up is printed as a percentage only; n_employed is left blank rather than back-calculated, which is why peebo2022 carries report_quantifiable = no. outcome_construct is `unclear` because the report never defines what ""Employment"" counted (prompt stop rule: the construct is never defined); the Table 1 category structure suggests paid employment excluding students, but that is an inference, not the source. Timepoints are months after discharge from the index admission (""Assessments were done at admission and 6 (except Q-les-Q), 12 and 24 months after discharge""). The 6-month figures are not extracted: they fall below the review's twelve-month minimum. Table 2a, 107 who attended all follow-ups. 57.9% of 107 = 61.9, consistent with an integer numerator of 62, but the numerator is not printed and is not back-calculated. This is the longest timepoint with an employment proportion in the report; the 10-year follow-up reports only mean months of employment."
