rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
strassnig2018_s2018scz_t240m_paidcomp__jbi2_participant_sampling,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,yes,"Consecutive first admissions over a defined window; the only selection applied afterwards is diagnostic, not functional.","Methods, p. 3",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi3_sample_size,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,"146 with schizophrenia and 87 with psychotic bipolar disorder, adequate for a proportion at this precision.","Table 1, p. 12; Results, p. 5",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi4_subjects_setting_described,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Age, sex, race, symptom scales, cognition, physical measures and the diagnostic procedure are tabulated for both diagnostic groups.","Table 1, p. 12; Methods, pp. 3-5",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi5_coverage_of_sample,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"The analysis excludes participants with psychosis related to depression, substance use and 'other' psychoses, and the flow from the recruited first-admission cohort to the 233 analysed at 20 years is referenced to another paper rather than printed here.","Methods, p. 3 ('We excluded patients with psychosis related to depression, substance use, and other psychoses')",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi6_condition_identification,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,"SCID for DSM-III-R and DSM-IV with medical records and informant interviews, resolved into a DSM-IV consensus diagnosis by study psychiatrists.","Methods, Diagnosis, pp. 3-4",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi7_condition_measurement,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,"Employment was coded by interviewers from the SCID Overview and a separate quality-of-life assessment against an explicit competitive-employment definition, applied identically to both groups, but no interrater reliability for the employment coding is reported.","Methods, Everyday Functioning, p. 4",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi8_statistical_analysis,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,unclear,"Counts and percentages are given with chi-square tests but no confidence interval for any proportion, the percentage column of the two functioning rows is shifted by one row, and the printed chi-square values (39.6 and 64.1) do not reproduce from the printed counts (19.0 and 38.5).","Table 1, p. 12",claude-opus-5 (batch F05),,
strassnig2018_s2018scz_t240m_paidcomp__jbi9_response_rate,strassnig2018_s2018scz_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,unclear,"The report states that attrition was random with respect to employment among other variables and attributes non-response to refusal and loss to follow-up, but cites a flowchart held in another publication and prints no retention figures of its own.","Methods, p. 3",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi1_sample_frame,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi1_sample_frame,,yes,A county-wide treatment sample recruited during first admission for a psychotic disorder between 1989 and 1995 in Suffolk County NY. An appropriate frame for a first-episode psychosis population.,"Methods, p. 3 of the author manuscript",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi2_participant_sampling,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,yes,"Consecutive first admissions over a defined window; the only selection applied afterwards is diagnostic, not functional.","Methods, p. 3",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi3_sample_size,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,"146 with schizophrenia and 87 with psychotic bipolar disorder, adequate for a proportion at this precision.","Table 1, p. 12; Results, p. 5",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi4_subjects_setting_described,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Age, sex, race, symptom scales, cognition, physical measures and the diagnostic procedure are tabulated for both diagnostic groups.","Table 1, p. 12; Methods, pp. 3-5",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi5_coverage_of_sample,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"The analysis excludes participants with psychosis related to depression, substance use and 'other' psychoses, and the flow from the recruited first-admission cohort to the 233 analysed at 20 years is referenced to another paper rather than printed here.","Methods, p. 3 ('We excluded patients with psychosis related to depression, substance use, and other psychoses')",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi6_condition_identification,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,"SCID for DSM-III-R and DSM-IV with medical records and informant interviews, resolved into a DSM-IV consensus diagnosis by study psychiatrists.","Methods, Diagnosis, pp. 3-4",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi7_condition_measurement,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,"Employment was coded by interviewers from the SCID Overview and a separate quality-of-life assessment against an explicit competitive-employment definition, applied identically to both groups, but no interrater reliability for the employment coding is reported.","Methods, Everyday Functioning, p. 4",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi8_statistical_analysis,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,unclear,"Counts and percentages are given with chi-square tests but no confidence interval for any proportion, the percentage column of the two functioning rows is shifted by one row, and the printed chi-square values (39.6 and 64.1) do not reproduce from the printed counts (19.0 and 38.5).","Table 1, p. 12",claude-opus-5 (batch F05),,
strassnig2018_s2018bp_t240m_paidcomp__jbi9_response_rate,strassnig2018_s2018bp_t240m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,unclear,"The report states that attrition was random with respect to employment among other variables and attributes non-response to refusal and loss to follow-up, but cites a flowchart held in another publication and prints no retention figures of its own.","Methods, p. 3",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi1_sample_frame,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi1_sample_frame,,yes,"All young people aged 12-25 accessing the headspace Early Psychosis programme for first-episode psychosis at 15 centres in six clusters across Australia. Appropriate for an early-intervention-service psychosis population, though not for a general-population psychosis prevalence.","Methods, Setting and Participants, pp. 876-877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi2_participant_sampling,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,yes,Consecutive service users over a defined window who consented to service-evaluation data use; only the first episode of care per person is analysed and no further selection is applied.,"Methods, Participants and Measures, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi3_sample_size,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,1574 at service entry and 578 with observed vocational status at 12 months; large for this estimand.,"Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi4_subjects_setting_described,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Age, gender, sexual orientation, First Nations status, socio-economic index, duration of untreated psychosis, BPRS and K10 are tabulated, and the service model is described in detail.","Table 1, p. 879; Methods, Setting, p. 876",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi5_coverage_of_sample,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"Data collection stopped when treatment ended, so the analysed denominator falls with time in the programme and the vocational functioning of everyone who left the service is unknown. The authors name this as an important limitation.","Study limitations, p. 882; Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi6_condition_identification,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,First-episode psychosis status was determined by hEP clinicians against the Comprehensive Assessment of At Risk Mental States criteria at entry to the service.,"Methods, Participants, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi7_condition_measurement,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,Education and employment status is self-reported by the young person at each 90-day assessment into a routine Minimum Data Set with an explicit NEET definition but no reported reliability checks; the authors note vulnerability to variation in clinicians' interpretation of items and to data-entry error.,"Methods, Vocational outcome measures, p. 877; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi8_statistical_analysis,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,yes,"Descriptive proportions are given on the observed denominator with the missing count printed for every cell, and the four categories sum exactly to that denominator at every timepoint. The longitudinal models use multiple imputation with a complete-case comparison reported alongside.","Table 2, p. 880; Methods, Statistical analysis, pp. 877-878",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paidany__jbi9_response_rate,andersen2024_fep_cohort_t9m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,no,"At 9 months, vocational status was observed for 751 of the 1574 who entered the cohort (47.7%): 843 were still in the programme and 92 of those had the item missing. The low rate is acknowledged and is addressed with multiple imputation for the modelled treatment effect, but the descriptive proportion extracted here is complete-case, and the authors state that NEET status may itself have influenced disengagement.","Table 2, p. 880; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi1_sample_frame,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi1_sample_frame,,yes,"All young people aged 12-25 accessing the headspace Early Psychosis programme for first-episode psychosis at 15 centres in six clusters across Australia. Appropriate for an early-intervention-service psychosis population, though not for a general-population psychosis prevalence.","Methods, Setting and Participants, pp. 876-877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi2_participant_sampling,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,yes,Consecutive service users over a defined window who consented to service-evaluation data use; only the first episode of care per person is analysed and no further selection is applied.,"Methods, Participants and Measures, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi3_sample_size,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,1574 at service entry and 578 with observed vocational status at 12 months; large for this estimand.,"Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi4_subjects_setting_described,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Age, gender, sexual orientation, First Nations status, socio-economic index, duration of untreated psychosis, BPRS and K10 are tabulated, and the service model is described in detail.","Table 1, p. 879; Methods, Setting, p. 876",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi5_coverage_of_sample,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"Data collection stopped when treatment ended, so the analysed denominator falls with time in the programme and the vocational functioning of everyone who left the service is unknown. The authors name this as an important limitation.","Study limitations, p. 882; Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi6_condition_identification,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,First-episode psychosis status was determined by hEP clinicians against the Comprehensive Assessment of At Risk Mental States criteria at entry to the service.,"Methods, Participants, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi7_condition_measurement,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,Education and employment status is self-reported by the young person at each 90-day assessment into a routine Minimum Data Set with an explicit NEET definition but no reported reliability checks; the authors note vulnerability to variation in clinicians' interpretation of items and to data-entry error.,"Methods, Vocational outcome measures, p. 877; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi8_statistical_analysis,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,yes,"Descriptive proportions are given on the observed denominator with the missing count printed for every cell, and the four categories sum exactly to that denominator at every timepoint. The longitudinal models use multiple imputation with a complete-case comparison reported alongside.","Table 2, p. 880; Methods, Statistical analysis, pp. 877-878",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_educonly__jbi9_response_rate,andersen2024_fep_cohort_t9m_educonly,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,no,"At 9 months, vocational status was observed for 751 of the 1574 who entered the cohort (47.7%): 843 were still in the programme and 92 of those had the item missing. The low rate is acknowledged and is addressed with multiple imputation for the modelled treatment effect, but the descriptive proportion extracted here is complete-case, and the authors state that NEET status may itself have influenced disengagement.","Table 2, p. 880; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi1_sample_frame,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi1_sample_frame,,yes,"All young people aged 12-25 accessing the headspace Early Psychosis programme for first-episode psychosis at 15 centres in six clusters across Australia. Appropriate for an early-intervention-service psychosis population, though not for a general-population psychosis prevalence.","Methods, Setting and Participants, pp. 876-877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi2_participant_sampling,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,yes,Consecutive service users over a defined window who consented to service-evaluation data use; only the first episode of care per person is analysed and no further selection is applied.,"Methods, Participants and Measures, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi3_sample_size,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,1574 at service entry and 578 with observed vocational status at 12 months; large for this estimand.,"Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi4_subjects_setting_described,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Age, gender, sexual orientation, First Nations status, socio-economic index, duration of untreated psychosis, BPRS and K10 are tabulated, and the service model is described in detail.","Table 1, p. 879; Methods, Setting, p. 876",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi5_coverage_of_sample,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"Data collection stopped when treatment ended, so the analysed denominator falls with time in the programme and the vocational functioning of everyone who left the service is unknown. The authors name this as an important limitation.","Study limitations, p. 882; Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi6_condition_identification,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,First-episode psychosis status was determined by hEP clinicians against the Comprehensive Assessment of At Risk Mental States criteria at entry to the service.,"Methods, Participants, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi7_condition_measurement,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,Education and employment status is self-reported by the young person at each 90-day assessment into a routine Minimum Data Set with an explicit NEET definition but no reported reliability checks; the authors note vulnerability to variation in clinicians' interpretation of items and to data-entry error.,"Methods, Vocational outcome measures, p. 877; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi8_statistical_analysis,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,yes,"Descriptive proportions are given on the observed denominator with the missing count printed for every cell, and the four categories sum exactly to that denominator at every timepoint. The longitudinal models use multiple imputation with a complete-case comparison reported alongside.","Table 2, p. 880; Methods, Statistical analysis, pp. 877-878",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t9m_paideduc__jbi9_response_rate,andersen2024_fep_cohort_t9m_paideduc,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,no,"At 9 months, vocational status was observed for 751 of the 1574 who entered the cohort (47.7%): 843 were still in the programme and 92 of those had the item missing. The low rate is acknowledged and is addressed with multiple imputation for the modelled treatment effect, but the descriptive proportion extracted here is complete-case, and the authors state that NEET status may itself have influenced disengagement.","Table 2, p. 880; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi1_sample_frame,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi1_sample_frame,,yes,"All young people aged 12-25 accessing the headspace Early Psychosis programme for first-episode psychosis at 15 centres in six clusters across Australia. Appropriate for an early-intervention-service psychosis population, though not for a general-population psychosis prevalence.","Methods, Setting and Participants, pp. 876-877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi2_participant_sampling,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,yes,Consecutive service users over a defined window who consented to service-evaluation data use; only the first episode of care per person is analysed and no further selection is applied.,"Methods, Participants and Measures, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi3_sample_size,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,1574 at service entry and 578 with observed vocational status at 12 months; large for this estimand.,"Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi4_subjects_setting_described,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Age, gender, sexual orientation, First Nations status, socio-economic index, duration of untreated psychosis, BPRS and K10 are tabulated, and the service model is described in detail.","Table 1, p. 879; Methods, Setting, p. 876",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi5_coverage_of_sample,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"Data collection stopped when treatment ended, so the analysed denominator falls with time in the programme and the vocational functioning of everyone who left the service is unknown. The authors name this as an important limitation.","Study limitations, p. 882; Table 2, p. 880",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi6_condition_identification,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,First-episode psychosis status was determined by hEP clinicians against the Comprehensive Assessment of At Risk Mental States criteria at entry to the service.,"Methods, Participants, p. 877",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi7_condition_measurement,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,Education and employment status is self-reported by the young person at each 90-day assessment into a routine Minimum Data Set with an explicit NEET definition but no reported reliability checks; the authors note vulnerability to variation in clinicians' interpretation of items and to data-entry error.,"Methods, Vocational outcome measures, p. 877; Study limitations, p. 882",claude-opus-5 (batch F05),,
andersen2024_fep_cohort_t12m_paidany__jbi8_statistical_analysis,andersen2024_fep_cohort_t12m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,yes,"Descriptive proportions are given on the observed denominator with the missing count printed for every cell, and the four categories sum exactly to that denominator at every timepoint. The longitudinal models use multiple imputation with a complete-case comparison reported alongside.","Table 2, p. 880; Methods, Statistical analysis, pp. 877-878",claude-opus-5 (batch F05),,
