rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
leighton2019_nationaleden_t12m_eet__jbi2_participant_sampling,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi2_participant_sampling,,unclear,"How patients were approached within the 14 services is not described in this report, and only ""About 49% of eligible patients consented to participate in the EDEN study"". The report states that non-consenters had largely similar baseline characteristics but cites another publication for the evidence, so it cannot be checked here.","Discussion, Limitations, p. e268",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi3_sample_size,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi3_sample_size,,yes,"807 participants contribute the vocational recovery outcome, the largest sample in this batch and ample for a proportion.","Results, p. e265; Table 1, p. e265",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi4_subjects_setting_described,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi4_subjects_setting_described,,unclear,"The setting is well described but the participants are not: the only baseline characteristics given in the article are the age range 14 to 35 and first presentation of psychotic symptoms. The comparison of the EDEN, Scottish and OPUS samples on demographic and social variables is in the online appendix p 2, which is not part of the PDF held, as are the full inclusion and exclusion criteria (appendix p 1).","Methods, p. e263; Statistical analysis, p. e265; online appendix pp 1-2, NOT HELD",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi5_coverage_of_sample,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi5_coverage_of_sample,,unclear,"807 of 1027 (78.6 per cent) had complete vocational recovery data and ""Studies with missing outcome data were removed from the analysis"". No comparison of the 220 excluded with the 807 analysed is reported, and the paper concedes the effect of missing outcome data ""was not trivial"".","Statistical analysis, p. e264; Results, p. e265; Discussion, Limitations, p. e268",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi6_condition_identification,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi6_condition_identification,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. Vocational recovery is defined only as ""assessing whether participants were in employment, education, or training"", with a citation to the iFEVR consensus statement. Nothing states what counts as employment, whether it must be paid, or over what window, so the validity of the identification method cannot be judged. It is also a composite, so paid work cannot be separated from education or training.","Methods, Outcome variables, p. e263",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi7_condition_measurement,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi7_condition_measurement,,unclear,"In favour: ""assessments of predictors and outcomes were done by research assistants not directly involved in clinical care"", and the report states ""The measurement of vocational recovery outcomes was similar across the datasets"". Against: the measure itself is never operationalised, and no instrument, source document or reliability check is described for it.","Methods, Outcome variables, p. e263; Discussion, p. e268",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi8_statistical_analysis,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi8_statistical_analysis,,yes,"Table 1 prints the proportion as n/N with a percentage, 436/807 (54%), which reproduces exactly. No modelling stands between the source data and the extracted count.","Table 1, p. e265",claude-opus-5 (batch F09),,
leighton2019_nationaleden_t12m_eet__jbi9_response_rate,leighton2019_nationaleden_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi9_response_rate,,no,"Roughly half of eligible patients consented (about 49 per cent), and 21 per cent of those recruited then lost the vocational outcome. Compounded, the analysed 807 represent under 40 per cent of the eligible population, and no analysis of either non-response is presented in this report.","Results, p. e265; Discussion, Limitations, p. e268",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi1_sample_frame,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi1_sample_frame,,yes,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. First presentations to mental health services for psychosis across the NHS Greater Glasgow & Clyde health board, in-patients and out-patients, on an FEP Integrated Care Pathway, which is an appropriate catchment-based frame for a first-episode population.","Methods, Participants and study design, p. 3",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi2_participant_sampling,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi2_participant_sampling,,unclear,"The inclusion criteria are stated but nothing describes how the 83 were identified or approached, what proportion of eligible first presentations they represent, or how many declined.","Methods, Participants and study design, p. 3",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi3_sample_size,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi3_sample_size,,no,"83 entered and 75 contribute the outcome. The authors themselves name this: ""A key limitation of this study is the small sample size (n) relative to the number of predictors (p)"". 32/75 carries a 95 per cent binomial interval of roughly plus or minus 11 percentage points.","Abstract, Methods and findings, p. 1; Discussion, p. 9",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi4_subjects_setting_described,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi4_subjects_setting_described,,yes,"Table 1 describes the cohort in detail with the count and percentage missing for every variable: accommodation, age, alcohol, citizenship, depression rating, drug use, education, ethnicity, gender, hospital admission at baseline, household composition, PANSS total, parental status, baseline EET and relationship status.","Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi5_coverage_of_sample,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi5_coverage_of_sample,,yes,"75 of 83 (90.4 per cent) had the one-year EET outcome. The 8 without it are not described, but 90 per cent coverage of the identified sample is adequate.","Table 1, p. 6; Abstract, p. 1",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi6_condition_identification,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi6_condition_identification,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. EET status is never operationalised anywhere in the report. Neither the abstract, the methods nor Table 1 states what counts as employment, whether it must be paid, how many hours qualify, or what source the status was taken from. The construct is also a composite, so paid work cannot be separated.","Methods, Predictor and outcome measures, p. 4; Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi7_condition_measurement,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi7_condition_measurement,,unclear,"One point in favour: the measure was applied identically across both cohorts by design, since ""Only baseline predictors shared across both cohorts were made available for model training and validation"" and the two cohorts' EET rates did not differ (43 against 40 per cent, p = 0.8). But with the definition unstated and no source document or rater described, standardisation cannot be confirmed.","Abstract, p. 1; Methods, Predictor and outcome measures, p. 4; Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi8_statistical_analysis,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi8_statistical_analysis,,yes,The proportion is printed directly as 32 / 75 (43) with no modelling between the source and the extracted count; the machine learning analysis does not touch it.,"Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_crisp_t12m_eet__jbi9_response_rate,leighton2019b_crisp_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi9_response_rate,,unclear,"Outcome availability is good at 90.4 per cent, but nothing is reported about refusals at recruitment or the size of the eligible population, so the overall response rate cannot be judged.","Methods, Participants and study design, p. 3; Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi1_sample_frame,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi1_sample_frame,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. All the report prints is ""79 FEP patients recruited to an earlier study (1 September 2006 to 31 August 2009), which took place in mental health services in the NHS in Glasgow and in Edinburgh"". No eligibility criteria, service type or catchment definition is given; the report defers to S1 File and to Gumley et al. 2014, neither of which is held.","Methods, Participants and study design, p. 4",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi2_participant_sampling,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi2_participant_sampling,,unclear,"Nothing is stated about how the 79 were identified, approached or selected.","Methods, Participants and study design, p. 4",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi3_sample_size,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi3_sample_size,,no,"79 entered and 67 contribute the outcome, so 27/67 carries a 95 per cent binomial interval of roughly plus or minus 12 percentage points. The authors name small sample size as a key limitation of the study.","Methods, p. 4; Table 1, p. 6; Discussion, p. 9",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi4_subjects_setting_described,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi4_subjects_setting_described,,unclear,"The participants are described well by Table 1, with missingness for every variable, but the setting is given only as ""mental health services in the NHS in Glasgow and in Edinburgh"" and the eligibility criteria are absent entirely.","Table 1, p. 6; Methods, Participants and study design, p. 4",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi5_coverage_of_sample,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi5_coverage_of_sample,,unclear,"67 of 79 (84.8 per cent) had the one-year EET outcome; the 12 without it are neither counted as a group nor characterised, and the reasons are not given.","Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi6_condition_identification,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi6_condition_identification,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. EET status is never operationalised, exactly as for the CR:ISP cohort in the same report.","Methods, Predictor and outcome measures, p. 4; Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi7_condition_measurement,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi7_condition_measurement,,unclear,"Measured on the same undefined EET variable as the other cohort, three to eight years earlier and in partly different services, with a different depression instrument (BDI-II against HADS) showing that instruments were not uniform across the two studies. The report gives no source or rater for the EET item.","Methods, Predictor and outcome measures, p. 4",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi8_statistical_analysis,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi8_statistical_analysis,,yes,"The proportion is printed directly as 27 / 67 (40), which reproduces exactly.","Table 1, p. 6",claude-opus-5 (batch F09),,
leighton2019b_gled_t12m_eet__jbi9_response_rate,leighton2019b_gled_t12m_eet,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi9_response_rate,,unclear,"84.8 per cent of those entered have the outcome, but the eligible population and any refusals are entirely unreported for this cohort.","Table 1, p. 6",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi1_sample_frame,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi1_sample_frame,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. The frame is every first admission to the Department of Psychiatry of one tertiary hospital, the Third Affiliated Hospital of Sun Yat-sen University, with onset at or before age 14, over fourteen years. For a disorder with an incidence below 0.04 per cent a single specialist centre is a defensible frame and the recruitment window is long, but the estimate cannot speak for childhood-onset schizophrenia in China generally, and admission to a tertiary centre selects on severity and on family resources.","Methods, Participants, p. 2",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi2_participant_sampling,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi2_participant_sampling,,unclear,"All 276 patients meeting the criteria over 2000 to 2013 appear to have been taken, which would be census sampling within the frame, but the report never says the 276 are consecutive or complete, and it does not describe how they were identified from hospital records.","Methods, Participants, p. 2; Figure 1, p. 2",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi3_sample_size,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi3_sample_size,,yes,170 followed up is large for childhood-onset schizophrenia and gives 70/170 a 95 per cent binomial interval of roughly plus or minus 7 percentage points.,"Results, p. 5; Table 2, p. 4",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi4_subjects_setting_described,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi4_subjects_setting_described,,yes,"Table 2 describes the followed-up sample on sex, family history, age at first onset and first admission, age at end of follow-up, duration to first admission, duration of first admission, length of follow-up, DUP, hallucinations, delusions, negative symptoms, comorbid symptoms and medication, each with range, median and interquartile range where continuous.","Table 2, p. 4",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi5_coverage_of_sample,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi5_coverage_of_sample,,no,"Only 170 of 276 (61.6 per cent) were followed up. The 106 excluded are grouped under four different reasons without counts for each, and drop-outs were compared with completers on just three variables: sex, age of first onset and family history of psychiatric illness. Nothing compares them on severity, treatment or social circumstances, which are the variables most likely to predict both dropping out and not working.","Methods, p. 3; Table 1, p. 3",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi6_condition_identification,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi6_condition_identification,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. The whole definition is ""Occupational/educational status is defined and quantified as at school or employed, dropped out of school, or unemployed"". Employment is never defined, remuneration is never mentioned, and because the categories are mutually exclusive a person both at school and in paid work is counted only once, so the employed count may understate any paid work in a cohort with a median age of 18. Status was extracted from inpatient records, outpatient records and face-to-face follow-up meeting records by two clinicians, with two specialists checking the extraction.","Methods, Outcome Measures, p. 3; Methods, Assessment, p. 3",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi7_condition_measurement,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi7_condition_measurement,,no,"Status was recorded at each patient's own ""end of the follow-up"", and length of follow-up ranged from 0.2 to 16.8 years with a median of 5.6. The report never states what ends an individual's follow-up, so the 170 statuses were not measured at a common elapsed time and cannot have been measured in a standard way with respect to time since entry. This is also why the result is barred from every landmark horizon.","Table 2, p. 4; Methods, p. 3; Abstract, p. 1",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi8_statistical_analysis,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi8_statistical_analysis,,yes,"Table 4 is arithmetically exact throughout: 89 at school plus 70 employed equals the printed 159 at school or employed, 159 plus 11 equals 170, and every percentage reproduces on 170. The admission table also reconciles, with 34+7+2+1 = 44 readmitted against a printed 44.","Table 4, p. 6",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidany__jbi9_response_rate,liangrong2021_cohort_t67m_paidany,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi9_response_rate,,no,"61.6 per cent followed up over a median of 5.6 years. Loss of nearly four in ten, with only a three-variable drop-out comparison and no counts by reason, is a substantial and inadequately managed shortfall for a prevalence estimate.","Methods, p. 3; Table 1, p. 3",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi1_sample_frame,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi1_sample_frame,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. The frame is every first admission to the Department of Psychiatry of one tertiary hospital, the Third Affiliated Hospital of Sun Yat-sen University, with onset at or before age 14, over fourteen years. For a disorder with an incidence below 0.04 per cent a single specialist centre is a defensible frame and the recruitment window is long, but the estimate cannot speak for childhood-onset schizophrenia in China generally, and admission to a tertiary centre selects on severity and on family resources.","Methods, Participants, p. 2",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi2_participant_sampling,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi2_participant_sampling,,unclear,"All 276 patients meeting the criteria over 2000 to 2013 appear to have been taken, which would be census sampling within the frame, but the report never says the 276 are consecutive or complete, and it does not describe how they were identified from hospital records.","Methods, Participants, p. 2; Figure 1, p. 2",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi3_sample_size,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi3_sample_size,,yes,170 followed up is large for childhood-onset schizophrenia and gives 70/170 a 95 per cent binomial interval of roughly plus or minus 7 percentage points.,"Results, p. 5; Table 2, p. 4",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi4_subjects_setting_described,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi4_subjects_setting_described,,yes,"Table 2 describes the followed-up sample on sex, family history, age at first onset and first admission, age at end of follow-up, duration to first admission, duration of first admission, length of follow-up, DUP, hallucinations, delusions, negative symptoms, comorbid symptoms and medication, each with range, median and interquartile range where continuous.","Table 2, p. 4",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi5_coverage_of_sample,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi5_coverage_of_sample,,no,"Only 170 of 276 (61.6 per cent) were followed up. The 106 excluded are grouped under four different reasons without counts for each, and drop-outs were compared with completers on just three variables: sex, age of first onset and family history of psychiatric illness. Nothing compares them on severity, treatment or social circumstances, which are the variables most likely to predict both dropping out and not working.","Methods, p. 3; Table 1, p. 3",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi6_condition_identification,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi6_condition_identification,,unclear,"Interpretation applied consistently across every JBI assessment in this shard: the estimand is employment prevalence, so items 6 and 7 are read as covering ascertainment of the EMPLOYMENT outcome, and adequacy of the diagnostic sampling is carried by items 1 and 4. The whole definition is ""Occupational/educational status is defined and quantified as at school or employed, dropped out of school, or unemployed"". Employment is never defined, remuneration is never mentioned, and because the categories are mutually exclusive a person both at school and in paid work is counted only once, so the employed count may understate any paid work in a cohort with a median age of 18. Status was extracted from inpatient records, outpatient records and face-to-face follow-up meeting records by two clinicians, with two specialists checking the extraction.","Methods, Outcome Measures, p. 3; Methods, Assessment, p. 3",claude-opus-5 (batch F09),,
liangrong2021_cohort_t67m_paidoredu__jbi7_condition_measurement,liangrong2021_cohort_t67m_paidoredu,jbi_prevalence,"JBI critical appraisal checklist for prevalence studies (Munn et al. 2020), 9 items",jbi7_condition_measurement,,no,"Status was recorded at each patient's own ""end of the follow-up"", and length of follow-up ranged from 0.2 to 16.8 years with a median of 5.6. The report never states what ends an individual's follow-up, so the 170 statuses were not measured at a common elapsed time and cannot have been measured in a standard way with respect to time since entry. This is also why the result is barred from every landmark horizon.","Table 2, p. 4; Methods, p. 3; Abstract, p. 1",claude-opus-5 (batch F09),,
