rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
F08_hakulinen2019_cohort_age25_paidthresh_jbi1_sample_frame,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi1_sample_frame,,yes,"The frame is the whole Danish population born between 1 January 1955 and 31 December 1991 and alive at the 25th birthday (n = 2,390,127), within which the 9,448 with a first schizophrenia diagnosis between ages 15 and 25 are identified by complete national register linkage. For treated early-onset schizophrenia in Denmark this is the target population itself rather than a sample of it.","Materials and methods, Study population, p. 1344",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi2_participant_sampling,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi2_participant_sampling,,yes,No sampling took place: every individual meeting the birth-cohort and diagnosis criteria is included through the Danish Civil Registration System and the Danish Psychiatric Central Research Register. There is therefore no sampling mechanism that could select on employment.,"Materials and methods, Study population and Schizophrenia assessment, p. 1344",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi3_sample_size,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi3_sample_size,,yes,"9,448 individuals with schizophrenia diagnosed between ages 15 and 25, against a background population of 2,390,127. Ample for a prevalence estimate at the younger ages, although the number contributing at the oldest ages is much smaller because only the earliest birth years reach age 60 within the 1980-2016 observation window.","Results, Sample, p. 1346",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi4_subjects_setting_described,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi4_subjects_setting_described,,unclear,"The setting and the register infrastructure are described well, but the article prints no characteristics of the schizophrenia group at all: no sex distribution, no age at diagnosis, no birth-year distribution, no treatment information. The descriptive statistics are relegated to Online Appendix Tables 1 and 2, which are cited in the Results but are not present in the PDF held in the review's evidence folder, so they could not be appraised.","Results, Sample, p. 1346 ('Descriptive statistics, number of participants, and labour market outcomes ... are reported in Online Appendix Tables 1 and 2')",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi5_coverage_of_sample,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi5_coverage_of_sample,,unclear,"Coverage cannot be judged from the article because no denominator is printed at any age. Register coverage should in principle be near-complete for residents, but emigration, death and the truncation of younger birth cohorts all reduce the number contributing at each successive age, and the article gives no account of how many that leaves. Earnings, separately, were 'measured from all individuals who had permanent residence in Denmark at the 31th of December', which is a further restriction whose size is not stated.","Materials and methods, Labour market and social exclusion outcomes, pp. 1344-1345; absence of denominators throughout Results, p. 1346",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi6_condition_identification,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi6_condition_identification,,yes,"Schizophrenia was identified by ICD-10 F20 or ICD-8 295.x9 excluding 295.79, recorded on a psychiatric admission, an outpatient contact or a psychiatric emergency visit in the Danish Psychiatric Central Research Register, and the authors cite validation evidence (Uggerby et al. 2013) that the diagnosis has good validity in this register. They also state the limitations plainly: a small percentage are mistakenly registered, ICD-8 was applied to more severe and longer-lasting cases, and some people with schizophrenia are undiagnosed or misdiagnosed.","Materials and methods, Schizophrenia assessment, p. 1344; Strengths and limitations, p. 1349",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi7_condition_measurement,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi7_condition_measurement,,yes,"The same register-based ascertainment was applied identically to every member of the population, with no self-report, no interviewer and no scope for differential measurement between those who were and were not employed. Outpatient and emergency records are available only from 1995, which affects the rehospitalisation subgroup definition rather than the case definition itself.","Materials and methods, Schizophrenia assessment, p. 1344; Strengths and limitations, p. 1349",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi8_statistical_analysis,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi8_statistical_analysis,,no,"Appropriate for the association question the paper asks, and inadequate for a prevalence estimate. The employment proportions appear only as a line in the right-hand panel of Fig. 1 and as two whole-number percentages in the text, with no numerator, no denominator and no confidence interval at any age. The paper explicitly sets out to report absolute proportions because they 'are more informative for service planning and general public', yet reports them in a form from which no count can be recovered without back-calculation.","Results, Employment, p. 1346; Fig. 1, p. 1345; Introduction, closing paragraph, p. 1344",claude-opus-5,,
F08_hakulinen2019_cohort_age25_paidthresh_jbi9_response_rate,hakulinen2019_cohort_age25_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi9_response_rate,,not_applicable,"There is no response process to rate. Participation was not sought, no consent was required, and the authors note that the design 'does not suffer from selective non-response, which likely biases survey studies conducted on the topic'. Loss of coverage through death, emigration and cohort truncation is real but is a coverage question and is appraised under item 5.","Materials and methods, Study population, p. 1344; Strengths and limitations, p. 1349",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi1_sample_frame,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi1_sample_frame,,yes,"The frame is the whole Danish population born between 1 January 1955 and 31 December 1991 and alive at the 25th birthday (n = 2,390,127), within which the 9,448 with a first schizophrenia diagnosis between ages 15 and 25 are identified by complete national register linkage. For treated early-onset schizophrenia in Denmark this is the target population itself rather than a sample of it.","Materials and methods, Study population, p. 1344",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi2_participant_sampling,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi2_participant_sampling,,yes,No sampling took place: every individual meeting the birth-cohort and diagnosis criteria is included through the Danish Civil Registration System and the Danish Psychiatric Central Research Register. There is therefore no sampling mechanism that could select on employment.,"Materials and methods, Study population and Schizophrenia assessment, p. 1344",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi3_sample_size,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi3_sample_size,,yes,"9,448 individuals with schizophrenia diagnosed between ages 15 and 25, against a background population of 2,390,127. Ample for a prevalence estimate at the younger ages, although the number contributing at the oldest ages is much smaller because only the earliest birth years reach age 60 within the 1980-2016 observation window.","Results, Sample, p. 1346",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi4_subjects_setting_described,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi4_subjects_setting_described,,unclear,"The setting and the register infrastructure are described well, but the article prints no characteristics of the schizophrenia group at all: no sex distribution, no age at diagnosis, no birth-year distribution, no treatment information. The descriptive statistics are relegated to Online Appendix Tables 1 and 2, which are cited in the Results but are not present in the PDF held in the review's evidence folder, so they could not be appraised.","Results, Sample, p. 1346 ('Descriptive statistics, number of participants, and labour market outcomes ... are reported in Online Appendix Tables 1 and 2')",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi5_coverage_of_sample,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi5_coverage_of_sample,,unclear,"Coverage cannot be judged from the article because no denominator is printed at any age. Register coverage should in principle be near-complete for residents, but emigration, death and the truncation of younger birth cohorts all reduce the number contributing at each successive age, and the article gives no account of how many that leaves. Earnings, separately, were 'measured from all individuals who had permanent residence in Denmark at the 31th of December', which is a further restriction whose size is not stated.","Materials and methods, Labour market and social exclusion outcomes, pp. 1344-1345; absence of denominators throughout Results, p. 1346",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi6_condition_identification,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi6_condition_identification,,yes,"Schizophrenia was identified by ICD-10 F20 or ICD-8 295.x9 excluding 295.79, recorded on a psychiatric admission, an outpatient contact or a psychiatric emergency visit in the Danish Psychiatric Central Research Register, and the authors cite validation evidence (Uggerby et al. 2013) that the diagnosis has good validity in this register. They also state the limitations plainly: a small percentage are mistakenly registered, ICD-8 was applied to more severe and longer-lasting cases, and some people with schizophrenia are undiagnosed or misdiagnosed.","Materials and methods, Schizophrenia assessment, p. 1344; Strengths and limitations, p. 1349",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi7_condition_measurement,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi7_condition_measurement,,yes,"The same register-based ascertainment was applied identically to every member of the population, with no self-report, no interviewer and no scope for differential measurement between those who were and were not employed. Outpatient and emergency records are available only from 1995, which affects the rehospitalisation subgroup definition rather than the case definition itself.","Materials and methods, Schizophrenia assessment, p. 1344; Strengths and limitations, p. 1349",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi8_statistical_analysis,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi8_statistical_analysis,,no,"Appropriate for the association question the paper asks, and inadequate for a prevalence estimate. The employment proportions appear only as a line in the right-hand panel of Fig. 1 and as two whole-number percentages in the text, with no numerator, no denominator and no confidence interval at any age. The paper explicitly sets out to report absolute proportions because they 'are more informative for service planning and general public', yet reports them in a form from which no count can be recovered without back-calculation.","Results, Employment, p. 1346; Fig. 1, p. 1345; Introduction, closing paragraph, p. 1344",claude-opus-5,,
F08_hakulinen2019_cohort_age60_paidthresh_jbi9_response_rate,hakulinen2019_cohort_age60_paidthresh,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi9_response_rate,,not_applicable,"There is no response process to rate. Participation was not sought, no consent was required, and the authors note that the design 'does not suffer from selective non-response, which likely biases survey studies conducted on the topic'. Loss of coverage through death, emigration and cohort truncation is real but is a coverage question and is appraised under item 5.","Materials and methods, Study population, p. 1344; Strengths and limitations, p. 1349",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi1_sample_frame,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi1_sample_frame,,yes,"The frame is every individual hospitalised in Finland between 1988 and 2015 with the relevant primary diagnosis, identified through the national Hospital Discharge Register, which the authors state includes all admissions to Finnish hospitals. For treated severe psychotic illness this is a complete national ascertainment. It is explicitly not a frame for the whole psychosis population: 'this study included only individuals who were treated in a hospital because of their mental disorder. Individuals who received treatment in primary care or in outpatient clinics, or who did not seek treatment at all, were not included', which limits applicability to less severe or better-managed illness rather than introducing bias into what was measured.","Methods, Study Population and Participants in the Case and Control Groups, p. 251; Discussion, limitations, p. 253",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi2_participant_sampling,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi2_participant_sampling,,yes,"No sampling: all individuals meeting the diagnosis, calendar-period and age criteria were included. Only the control group was sampled, at random with matching on sex and birth year and month, and the control group is not used in this review.","Methods, Participants in the Case and Control Groups, p. 251",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi3_sample_size,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi3_sample_size,,yes,"6,939 with schizophrenia and 34,565 with other nonaffective psychosis at the diagnosis year, from a total of 50,551 identified. Very large for a prevalence estimate.","Results, p. 251; Table 1, Year 0 row, p. 252",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi4_subjects_setting_described,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi4_subjects_setting_described,,unclear,"The setting, the registers and the case definition are described clearly, and Table 1 gives the number of participants in each diagnostic group at every measurement year, which is more than most register reports provide. But no participant characteristics are given for any case group: no sex distribution, no age at first hospitalisation, no education, no calendar-year distribution. A reader cannot tell whom the 14% employed refers to beyond the diagnosis.","Methods, pp. 250-251; Table 1, p. 252",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi5_coverage_of_sample,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi5_coverage_of_sample,,yes,"For the diagnosis year the coverage is complete: Table 1's year-0 counts of 6,939 and 34,565 equal the total numbers identified with each diagnosis, so nobody was lost at the timepoint extracted. The analytic rule is stated ('If an individual did not have data for a certain year, the corresponding case or control participant was not included in the statistical analyses') and its effect is visible in Table 1, where the counts fall away in both directions from year 0 as FLEED coverage and calendar time allow.","Methods, Statistical Analyses, p. 251; Table 1, p. 252",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi6_condition_identification,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi6_condition_identification,,yes,"ICD-10 F20 or F22-F29 recorded as the primary diagnosis of a first hospitalisation in the national Hospital Discharge Register, with only the first such hospitalisation used so that a person enters one diagnostic group only. The authors cite validation evidence for schizophrenia and state candidly that 'the diagnostic validity of other nonaffective psychoses and type II bipolar disorder has not been evaluated', which is why that group's appraisal on this item is weaker than the schizophrenia group's even though the judgement is the same.","Methods, Participants in the Case and Control Groups, p. 251; Discussion, limitations, p. 253",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi7_condition_measurement,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi7_condition_measurement,,yes,"Identical register-based ascertainment for every participant, made from clinical observation during a hospitalisation of several weeks, typically involving several psychiatrists. No differential measurement between employed and non-employed is possible.","Methods, p. 251; Discussion, limitations, p. 253",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi8_statistical_analysis,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi8_statistical_analysis,,unclear,"For the extracted year-0 result the analysis is a simple proportion with both its numerator and denominator printed, which is exactly what a prevalence estimate needs, and it is internally consistent across all six groups. No confidence interval is given for any proportion, however, and every year other than the diagnosis year is presented only as a line in Figure 1 with no counts, so the great majority of the reported employment data cannot be appraised or used at all.","Results, p. 251; Figure 1, p. 252",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_scz_jbi9_response_rate,hakulinen2020_cohort_t0_paidany_scz,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi9_response_rate,,not_applicable,"There is no response process: the data are administrative register linkage with no participation, consent or non-response. Coverage over the measurement years is appraised under item 5.","Methods, Study Population, p. 251",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_nonaff_jbi1_sample_frame,hakulinen2020_cohort_t0_paidany_nonaff,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi1_sample_frame,,yes,"The frame is every individual hospitalised in Finland between 1988 and 2015 with the relevant primary diagnosis, identified through the national Hospital Discharge Register, which the authors state includes all admissions to Finnish hospitals. For treated severe psychotic illness this is a complete national ascertainment. It is explicitly not a frame for the whole psychosis population: 'this study included only individuals who were treated in a hospital because of their mental disorder. Individuals who received treatment in primary care or in outpatient clinics, or who did not seek treatment at all, were not included', which limits applicability to less severe or better-managed illness rather than introducing bias into what was measured.","Methods, Study Population and Participants in the Case and Control Groups, p. 251; Discussion, limitations, p. 253",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_nonaff_jbi2_participant_sampling,hakulinen2020_cohort_t0_paidany_nonaff,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi2_participant_sampling,,yes,"No sampling: all individuals meeting the diagnosis, calendar-period and age criteria were included. Only the control group was sampled, at random with matching on sex and birth year and month, and the control group is not used in this review.","Methods, Participants in the Case and Control Groups, p. 251",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_nonaff_jbi3_sample_size,hakulinen2020_cohort_t0_paidany_nonaff,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi3_sample_size,,yes,"6,939 with schizophrenia and 34,565 with other nonaffective psychosis at the diagnosis year, from a total of 50,551 identified. Very large for a prevalence estimate.","Results, p. 251; Table 1, Year 0 row, p. 252",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_nonaff_jbi4_subjects_setting_described,hakulinen2020_cohort_t0_paidany_nonaff,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi4_subjects_setting_described,,unclear,"The setting, the registers and the case definition are described clearly, and Table 1 gives the number of participants in each diagnostic group at every measurement year, which is more than most register reports provide. But no participant characteristics are given for any case group: no sex distribution, no age at first hospitalisation, no education, no calendar-year distribution. A reader cannot tell whom the 14% employed refers to beyond the diagnosis.","Methods, pp. 250-251; Table 1, p. 252",claude-opus-5,,
F08_hakulinen2020_cohort_t0_paidany_nonaff_jbi5_coverage_of_sample,hakulinen2020_cohort_t0_paidany_nonaff,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020), 9 items",jbi5_coverage_of_sample,,yes,"For the diagnosis year the coverage is complete: Table 1's year-0 counts of 6,939 and 34,565 equal the total numbers identified with each diagnosis, so nobody was lost at the timepoint extracted. The analytic rule is stated ('If an individual did not have data for a certain year, the corresponding case or control participant was not included in the statistical analyses') and its effect is visible in Table 1, where the counts fall away in both directions from year 0 as FLEED coverage and calendar time allow.","Methods, Statistical Analyses, p. 251; Table 1, p. 252",claude-opus-5,,
