rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
martini2017_cohort_t18m_paidthreshold30d__jbi2_participant_sampling,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,no,"Convenience sampling with two further filters: psychiatrists chose whom to invite, and 'Those who had participated in at least 6 meetings were included in the study', so attendance at a prevocational group is itself an entry condition. Neither random nor consecutive.","Materials and methods, Participants, p. 36",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi3_sample_size,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,no,53 enrolled and 45 analysed. The authors state 'The sample size made it impossible to analyze predictors of job retention' and attribute their null cognitive findings to it. A proportion on 45 has a 95 per cent interval spanning roughly 28 to 57 per cent.,"Results, Sociodemographic data, p. 38; Discussion, p. 39",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi4_subjects_setting_described,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Table 1 gives sex, marital status, education, age and disorder duration for both groups; the services, diagnostic basis, age range and the content of the prevocational programme are described.","Table 1, p. 38; Materials and methods, pp. 36-37",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi5_coverage_of_sample,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,unclear,"45 of the 53 enrolled were followed for job-search outcome, which is 85 per cent, but the report never settles which of 45 and 53 is the denominator of its own headline figure, and a third base of 44 is implied by the job-duration percentages. Coverage cannot be judged when the denominator is not established.","Materials and methods, Study design, p. 37; Results, pp. 38-39",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi6_condition_identification,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,yes,"The condition is defined explicitly and with its threshold: 'those who obtained any kind of paid work, either formal or informal, for at least 30 days'. Informal work is deliberately included, which is appropriate in this labour market, and the 30-day rule is stated with its rationale and contrasted with the 1-day, 1-week and 3-month criteria used elsewhere.","Materials and methods, Data analysis and Statistical analysis, p. 37",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi7_condition_measurement,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,"Ascertainment is by monthly participant self-report: 'all individuals were followed monthly through in-person meetings or telephone calls to report their participation in job interviews, study and work'. Monthly contact is a strength for a cumulative measure, but there is no employer, payroll or register verification and no statement of how conflicting reports were handled.","Materials and methods, Study design, p. 37",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi8_statistical_analysis,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,no,"The denominator of the headline proportion is internally inconsistent three ways: the text places 19 'of those' 45 while printing 35.8 per cent, which requires 53, and the job-duration percentages of 6.8, 13.6 and 22.7 for 3, 6 and 10 people require 44. No confidence interval is given for any proportion. This is an analysis-level error, not a reporting slip, because the same section carries all three.","Results, Sociodemographic data and Job acquisition analysis, p. 38",claude-opus-5 (batch F10),,
martini2017_cohort_t18m_paidthreshold30d__jbi9_response_rate,martini2017_cohort_t18m_paidthreshold30d,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,unclear,"8 of 53 were lost to the 18-month job-search follow-up and the report gives no reasons for them. It does account for the separate 12 who missed the final CLINICAL evaluation, of whom 'three were employed and could not miss work, and one was incarcerated', which is itself an outcome-related reason for missingness.","Materials and methods, Study design, p. 37",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi1_sample_frame,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi1_sample_frame,,no,"Trial-origin applicability, recorded as D2 requires. The frame is people who consented to a randomised trial of antipsychotic dose reduction, which excluded anyone with 'an admission to a psychiatric hospital or a mental health crisis within the preceding month', anyone 'being mandated to take their medication through the Mental Health Act' and anyone 'considered to pose a serious risk to themselves or others'. Those exclusions remove the most unwell, who are also the least likely to be employed, so the frame is not a catchment or population frame for a prevalence estimand even though it carries no employment-related restriction and passes the D9 gate.","Method, p. 674",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi2_participant_sampling,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi2_participant_sampling,,unclear,"This report does not describe how participants were identified, approached or consented; it refers the reader to the trial methods published elsewhere ('The trial methods have been described in detail elsewhere') and gives only eligibility criteria. Whether recruitment was consecutive across sites cannot be judged from this paper.","Method, p. 674",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi3_sample_size,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi3_sample_size,,yes,"253 randomised and 190 assessed at 24 months. Adequate for a prevalence estimate; the authors note the analysis may be underpowered for the ASSOCIATION they test, which is a different question.","Results, p. 674; Discussion, p. 676",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi4_subjects_setting_described,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi4_subjects_setting_described,,yes,"Table 1 describes age, gender including transgender participants, marital status, ethnicity, years of education, baseline employment/education/training, diagnosis split, duration of contact with services, previous admissions, recreational drug and alcohol use, antipsychotic dose in chlorpromazine equivalents, digit span, allocation and baseline SFS, MANSA and PANSS.","Table 1, p. 675",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi5_coverage_of_sample,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi5_coverage_of_sample,,no,"The employment outcome is available for 190 of 253 randomised, 75.1 per cent, and the report gives three mutually incompatible accounts of how those 190 are distributed: Table 2's 66 and 124, the Results text's 70.7 and 77.2 per cent of 82 and 171 which give 58 and 132, and Table 4's 57, 132 and 189. Coverage of the analysed sample cannot be verified against the recruited sample.","Results, p. 674; Table 2, pp. 675-676; Table 4, p. 676",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi6_condition_identification,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi6_condition_identification,,unclear,"Read as ascertainment of the EMPLOYMENT outcome. The category is stated clearly, 'employment status, categorised as being or not being in employment, education or training', but no instrument, item wording, informant or data source is given for it, and paid work is not separable from education or training. As a measure of EET it is defined; as a measure of paid employment it identifies nothing.","Method, p. 674",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi7_condition_measurement,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi7_condition_measurement,,unclear,"The same silence: no instrument is named, no assessor described and no statement that the baseline and 24-month measurements used the same question, although Table 4's within-person change analysis presupposes that they did. Research assessments were conducted at 6, 12 and 24 months in an OPEN trial, so assessors were not blind to allocation, although allocation is not the exposure in this analysis.","Method, pp. 673-674; Table 4, p. 676",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi8_statistical_analysis,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi8_statistical_analysis,,unclear,"Logistic regression with robust standard errors clustered by site, with a prespecified analysis plan and a sensible adjustment sequence, is appropriate for the association the paper tests. For the prevalence itself no whole-cohort rate and no confidence interval are printed at all: the reader has to add two subgroup cells whose denominators the same paper contradicts elsewhere.","Method, pp. 674-675; Table 2, pp. 675-676",claude-opus-5 (batch F10),,
moncrieff2025_cohort_t24m_eet__jbi9_response_rate,moncrieff2025_cohort_t24m_eet,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al.), 9 items",jbi9_response_rate,,no,"Roughly a quarter of the randomised cohort has no 24-month employment status, the rate differs by relapse group on the report's own figures (70.7 against 77.2 per cent), and the authors themselves note selective completion for another measure, 'completion rates were lower for the PANSS, and this likely reflects selective completion of this long questionnaire by people who had milder symptoms'. The available-case denominator is therefore not safely missing-at-random.","Results, p. 674; Discussion, p. 676",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidcomp__rob2_1_randomisation,mcgurk2016_evr_t36m_paidcomp,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_1_randomisation,,some_concerns,"Sequence generation and concealment are strong: participants 'were randomized to one of the two treatment programs via a computer program operated by an off-site data manager, with no study personnel aware of assignments in advance', stratified by vocational program and by primary psychiatric diagnosis. Against that, the arms differ substantially at baseline on the strongest known predictor of the outcome, high-school completion 84.6 per cent in E-VR against 50.0 per cent in TSW (chi-square 7.27, p = 0.007), which the authors judged large enough to enter as a covariate. With 54 participants and roughly fifteen baseline comparisons a chance imbalance of this size is possible, so the process is not judged to have failed; but an imbalance this consequential on this small a trial is more than nothing.","1.6 Procedure, p. 52; 1.1 Participants and Table 1, pp. 49 and 51",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidcomp__rob2_2_deviations,mcgurk2016_evr_t36m_paidcomp,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_2_deviations,,some_concerns,"Open-label by necessity: participants, vocational specialists and cognitive specialists all knew the assignment. Contamination is plausible and acknowledged, because the vocational specialists in BOTH arms received the cognitive-coping training and 'there was no formal evaluation of whether vocational specialists taught or used these coping strategies in their work with clients'. The binary work outcomes are analysed on all randomised participants, which is the appropriate effect of assignment.","1.4 Enhanced VR, p. 51; Discussion, limitations, p. 55; Table 3, p. 54",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidcomp__rob2_3_missing_outcome_data,mcgurk2016_evr_t36m_paidcomp,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_3_missing_outcome_data,,some_concerns,"Table 3 uses the full randomised denominators of 26 and 28 for an outcome accumulated over three years, but employment tracking was not complete for that period: 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36.' No handling method is stated. Untracked time can only push a cumulative 'ever worked' numerator down, and the report does not say whether tracking loss differed by arm.","1.2.1 Work and school activity, p. 50; Table 3, p. 54",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidcomp__rob2_4_outcome_measurement,mcgurk2016_evr_t36m_paidcomp,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_4_outcome_measurement,,some_concerns,"'Primary sources of information included participant self-reports and vocational specialists.' The vocational specialists were delivering the intervention and were not blind, and there is no payroll, employer or register verification. The competitive-work definition is objective enough ('jobs paying at least minimum wage, ""owned"" by the participant ... and not set aside for a person with a disability') that differential misclassification is unlikely to be large, but the assessors of the outcome were aware of the intervention received.","1.2.1 Work and school activity, p. 50",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidcomp__rob2_5_selective_reporting,mcgurk2016_evr_t36m_paidcomp,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_5_selective_reporting,,some_concerns,"No protocol, analysis plan or trial registration is cited anywhere in the report, so the outcome set cannot be checked against a prespecified one. All three binary work outcomes and the continuous outcomes are reported for both arms with p-values, which is reassuring, but the Discussion introduces whole-sample figures of 54 per cent competitive work and 67 per cent any work activity that cannot be reproduced from the table counts (28/54 = 51.9 and 34/54 = 63.0 per cent).","Whole report; Table 3, p. 54; Discussion, p. 55",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidcomp__rob2_overall,mcgurk2016_evr_t36m_paidcomp,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_overall,,some_concerns,"Some concerns in every domain and high risk in none. The randomisation mechanism is sound but produced a consequential baseline imbalance in a 54-person trial; the trial is unavoidably unblinded with outcome data partly supplied by unblinded interventionists; a quarter of the sample is untracked for the final six months of a cumulative outcome; and there is no registered protocol. None of these on its own is judged high, and the authors are candid about the first three.","1.1, 1.2.1, 1.6, Table 3 and Discussion, pp. 49-55",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidany__rob2_1_randomisation,mcgurk2016_evr_t36m_paidany,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_1_randomisation,,some_concerns,"Sequence generation and concealment are strong: participants 'were randomized to one of the two treatment programs via a computer program operated by an off-site data manager, with no study personnel aware of assignments in advance', stratified by vocational program and by primary psychiatric diagnosis. Against that, the arms differ substantially at baseline on the strongest known predictor of the outcome, high-school completion 84.6 per cent in E-VR against 50.0 per cent in TSW (chi-square 7.27, p = 0.007), which the authors judged large enough to enter as a covariate. With 54 participants and roughly fifteen baseline comparisons a chance imbalance of this size is possible, so the process is not judged to have failed; but an imbalance this consequential on this small a trial is more than nothing.","1.6 Procedure, p. 52; 1.1 Participants and Table 1, pp. 49 and 51",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidany__rob2_2_deviations,mcgurk2016_evr_t36m_paidany,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_2_deviations,,some_concerns,"Open-label by necessity: participants, vocational specialists and cognitive specialists all knew the assignment. Contamination is plausible and acknowledged, because the vocational specialists in BOTH arms received the cognitive-coping training and 'there was no formal evaluation of whether vocational specialists taught or used these coping strategies in their work with clients'. The binary work outcomes are analysed on all randomised participants, which is the appropriate effect of assignment.","1.4 Enhanced VR, p. 51; Discussion, limitations, p. 55; Table 3, p. 54",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidany__rob2_3_missing_outcome_data,mcgurk2016_evr_t36m_paidany,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_3_missing_outcome_data,,some_concerns,"Table 3 uses the full randomised denominators of 26 and 28 for an outcome accumulated over three years, but employment tracking was not complete for that period: 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36.' No handling method is stated. Untracked time can only push a cumulative 'ever worked' numerator down, and the report does not say whether tracking loss differed by arm.","1.2.1 Work and school activity, p. 50; Table 3, p. 54",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidany__rob2_4_outcome_measurement,mcgurk2016_evr_t36m_paidany,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_4_outcome_measurement,,some_concerns,"'Primary sources of information included participant self-reports and vocational specialists.' The vocational specialists were delivering the intervention and were not blind, and there is no payroll, employer or register verification. The competitive-work definition is objective enough ('jobs paying at least minimum wage, ""owned"" by the participant ... and not set aside for a person with a disability') that differential misclassification is unlikely to be large, but the assessors of the outcome were aware of the intervention received.","1.2.1 Work and school activity, p. 50",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidany__rob2_5_selective_reporting,mcgurk2016_evr_t36m_paidany,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_5_selective_reporting,,some_concerns,"No protocol, analysis plan or trial registration is cited anywhere in the report, so the outcome set cannot be checked against a prespecified one. All three binary work outcomes and the continuous outcomes are reported for both arms with p-values, which is reassuring, but the Discussion introduces whole-sample figures of 54 per cent competitive work and 67 per cent any work activity that cannot be reproduced from the table counts (28/54 = 51.9 and 34/54 = 63.0 per cent).","Whole report; Table 3, p. 54; Discussion, p. 55",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_paidany__rob2_overall,mcgurk2016_evr_t36m_paidany,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_overall,,some_concerns,"Some concerns in every domain and high risk in none. The randomisation mechanism is sound but produced a consequential baseline imbalance in a 54-person trial; the trial is unavoidably unblinded with outcome data partly supplied by unblinded interventionists; a quarter of the sample is untracked for the final six months of a cumulative outcome; and there is no registered protocol. None of these on its own is judged high, and the authors are candid about the first three.","1.1, 1.2.1, 1.6, Table 3 and Discussion, pp. 49-55",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_vocact__rob2_1_randomisation,mcgurk2016_evr_t36m_vocact,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_1_randomisation,,some_concerns,"Sequence generation and concealment are strong: participants 'were randomized to one of the two treatment programs via a computer program operated by an off-site data manager, with no study personnel aware of assignments in advance', stratified by vocational program and by primary psychiatric diagnosis. Against that, the arms differ substantially at baseline on the strongest known predictor of the outcome, high-school completion 84.6 per cent in E-VR against 50.0 per cent in TSW (chi-square 7.27, p = 0.007), which the authors judged large enough to enter as a covariate. With 54 participants and roughly fifteen baseline comparisons a chance imbalance of this size is possible, so the process is not judged to have failed; but an imbalance this consequential on this small a trial is more than nothing.","1.6 Procedure, p. 52; 1.1 Participants and Table 1, pp. 49 and 51",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_vocact__rob2_2_deviations,mcgurk2016_evr_t36m_vocact,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_2_deviations,,some_concerns,"Open-label by necessity: participants, vocational specialists and cognitive specialists all knew the assignment. Contamination is plausible and acknowledged, because the vocational specialists in BOTH arms received the cognitive-coping training and 'there was no formal evaluation of whether vocational specialists taught or used these coping strategies in their work with clients'. The binary work outcomes are analysed on all randomised participants, which is the appropriate effect of assignment.","1.4 Enhanced VR, p. 51; Discussion, limitations, p. 55; Table 3, p. 54",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_vocact__rob2_3_missing_outcome_data,mcgurk2016_evr_t36m_vocact,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_3_missing_outcome_data,,some_concerns,"Table 3 uses the full randomised denominators of 26 and 28 for an outcome accumulated over three years, but employment tracking was not complete for that period: 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36.' No handling method is stated. Untracked time can only push a cumulative 'ever worked' numerator down, and the report does not say whether tracking loss differed by arm.","1.2.1 Work and school activity, p. 50; Table 3, p. 54",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_vocact__rob2_4_outcome_measurement,mcgurk2016_evr_t36m_vocact,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_4_outcome_measurement,,some_concerns,"'Primary sources of information included participant self-reports and vocational specialists.' The vocational specialists were delivering the intervention and were not blind, and there is no payroll, employer or register verification. The competitive-work definition is objective enough ('jobs paying at least minimum wage, ""owned"" by the participant ... and not set aside for a person with a disability') that differential misclassification is unlikely to be large, but the assessors of the outcome were aware of the intervention received.","1.2.1 Work and school activity, p. 50",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_vocact__rob2_5_selective_reporting,mcgurk2016_evr_t36m_vocact,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_5_selective_reporting,,some_concerns,"No protocol, analysis plan or trial registration is cited anywhere in the report, so the outcome set cannot be checked against a prespecified one. All three binary work outcomes and the continuous outcomes are reported for both arms with p-values, which is reassuring, but the Discussion introduces whole-sample figures of 54 per cent competitive work and 67 per cent any work activity that cannot be reproduced from the table counts (28/54 = 51.9 and 34/54 = 63.0 per cent).","Whole report; Table 3, p. 54; Discussion, p. 55",claude-opus-5 (batch F10),,
mcgurk2016_evr_t36m_vocact__rob2_overall,mcgurk2016_evr_t36m_vocact,rob2,"Cochrane RoB 2 (Sterne et al. 2019), 5 domains plus overall",rob2_overall,,some_concerns,"Some concerns in every domain and high risk in none. The randomisation mechanism is sound but produced a consequential baseline imbalance in a 54-person trial; the trial is unavoidably unblinded with outcome data partly supplied by unblinded interventionists; a quarter of the sample is untracked for the final six months of a cumulative outcome; and there is no registered protocol. None of these on its own is judged high, and the authors are candid about the first three.","1.1, 1.2.1, 1.6, Table 3 and Discussion, pp. 49-55",claude-opus-5 (batch F10),,
