result_id,field,extracted_value,source_table,source_locator,extractor,extraction_date,batch_id,verification_tier,source_version,verifier,verified_date,verified_value,agreement,adjudication,notes
majuri2021_dp_t242m_unclear,diagnosis_group,psychosis_mixed,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t242m_unclear,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t242m_unclear,design,register_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
majuri2021_dp_t242m_unclear,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t242m_unclear,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t242m_unclear,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,outcome_construct,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,ascertainment,any_time_during_followup,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,n_employed,17,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,n_outcome_observed,91,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,denominator_basis,outcome_observed,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,followup_months,157,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,followup_basis,since_baseline,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,result_role,reported,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,arm_id,dp_psychiatric,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,diagnosis_group,psychosis_mixed,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,perc_qualifying_diagnosis,100,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,design,register_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,arm_type,subgroup,extraction_arms,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
majuri2021_dp_t157m_unclear,employment_targeted_intervention,,extraction_arms,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,outcome_construct,paid_any,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,ascertainment,point_prevalence,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,n_employed,0,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,n_outcome_observed,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,denominator_basis,unclear,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,followup_months,240,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,followup_basis,since_baseline,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,result_role,reported,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,conflict_status,none,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,arm_id,cohort,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,derivation_component_result_ids,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,employment_selection_status,none,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,diagnosis_group,smi_mixed,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,perc_qualifying_diagnosis,70,extraction_cohorts,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,design,prospective_cohort,extraction_cohorts,,,,,1,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,arm_type,cohort,extraction_arms,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,analysis_selection_status,none,extraction_arms,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_paidany,employment_targeted_intervention,not_applicable,extraction_arms,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_vocact,outcome_construct,vocational_activity,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_vocact,ascertainment,point_prevalence,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_vocact,ascertainment_window_months,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
thomson2023_cohort_t240m_vocact,n_employed,,extraction_outcomes,,,,,2,stage-g-merge,,,,,,
