result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
majuri2021_dp_t157m_unclear,majuri2021,nfbc1966,dp_psychiatric,,157,since_baseline,,,unclear,Disability pension coded as ended with the person alive and no new pension granted,reported,any_time_during_followup,,17,91,,,200,,outcome_observed,register_complete,"Table 3, p. 1650",,,,,,,none,,,,,,54.9,,,22.0,,,,,,"OTHER PSYCHOSIS group. INCONSISTENT: text says 205 detected, Table 2 says 200. // ""AUTHOR CLARIFIED: Text reports total detected (n=229 schizophrenia, n=205 other psychosis), which includes somatic disability pensions. Table 2 (n=223 schizophrenia, n=200 other psychosis) deliberately excludes somatic cases per Methods: 'We only present the proportions of disability pensions due to somatic reasons, but we exclude those from further analyses.' Numerator 170/91 is psychiatric disability pension discontinuation only."""
thomson2023_cohort_t240m_paidany,thomson2023,carstairs_1992,cohort,,240,since_baseline,,,paid_any,At the 20 year follow-up no participants were in paid employment,reported,point_prevalence,,0,56,72,,241,,outcome_observed,complete_case,"Results social and functional recovery narrative, p. 8",,,,,,,none,,,,,,11.6,,,,,,,,,"TRUE ZERO not missing. DENOMINATOR NOT STATED so n_outcome_observed blank. n_assessed 66 = 48 interviewed + 18 case note only. //  AUTHOR CONTACTED - RESPONSE RECEIVED. | 23 Sep 2026: Author reply: denominator 72 = 56 consented + 16 deceased with accessible notes (2014 only). The sheet entered n_outcome_observed 0, an entry error. Point prevalence of current paid work is defined among the living, so the denominator is the 56 living observed and n_assessed carries the author's 72; 0 employed of 72 implies 0 of 56. missing_data_method: the sheet's 'stated' is not a vocabulary value; the count is complete-case among those observed."
thomson2023_cohort_t240m_vocact,thomson2023,carstairs_1992,cohort,,240,since_baseline,,,vocational_activity,11.1% in some form of supported work style placement,reported,point_prevalence,,8,72,72,,241,,unclear,complete_case,"Results social and functional recovery narrative, p. 8",,,,,,,none,,,,,,11.6,,,,,,,,,"Numerator BLANK deliberately: only a percentage given and 11.1% implies a denominator matching none of the reported counts // AUTHOR RESPONSE: ""Denominator = 72 (56 consented + 16 deceased with accessible notes; 2014 only)"" | 23 Sep 2026: Author reply: denominator 72 (56 consented + 16 deceased with accessible notes). 8/72 = 11.1 per cent reproduces the printed percentage, so the authors' base includes the deceased. The sheet entered n_outcome_observed 8, an entry error. denominator_basis stays unclear because a base including the deceased is not those whose current status was observed among the living; the reply does not say whether the 8 are all living. 'stated' is not a vocabulary value; complete_case applied."
darjee2017_sz_t120m_paidcomp,darjee2017,carstairs_1992,sz,,120,since_baseline,,,paid_competitive,At the end of 2001 none were in paid unsupported work,reported,point_prevalence,,0,,,158,169,169,unclear,not_stated,"Social outcomes, p. 539",,,,,,,none,,,,,35.7,11.2,,,,,,29.6,,,"Endpoint (point-prevalence) row. 158 survivors recorded as n_alive_eligible. n_outcome_observed remains BLANK: 169 is the authors' reporting base, established by their own percentages, but nothing shows employment was observed for all 169 and complete clinical/social records exist for only 137. This row must not enter a count model. CONSTRUCT AMBIGUITY: the Abstract calls the single remaining person 'voluntary employment' while the Results call it 'supported work'; the measure is only 'Employment (in paid or unpaid work, and for how long)' (Methods, Social data, p. 528), so remuneration cannot be established."
darjee2017_sz_t120m_paidsupp,darjee2017,carstairs_1992,sz,,120,since_baseline,,,unclear,At the end of 2001 only one had supported work,reported,point_prevalence,,1,,,158,169,169,unclear,not_stated,"Social outcomes, p. 539",,,,,,,none,,,,,35.7,11.2,,,,,,29.6,,,"Endpoint (point-prevalence) row. 158 survivors recorded as n_alive_eligible. n_outcome_observed remains BLANK: 169 is the authors' reporting base, established by their own percentages, but nothing shows employment was observed for all 169 and complete clinical/social records exist for only 137. This row must not enter a count model. CONSTRUCT AMBIGUITY: the Abstract calls the single remaining person 'voluntary employment' while the Results call it 'supported work'; the measure is only 'Employment (in paid or unpaid work, and for how long)' (Methods, Social data, p. 528), so remuneration cannot be established."
darjee2017_sz_t120m_paidcomp_ever,darjee2017,carstairs_1992,sz,,120,since_baseline,,,paid_competitive,2 (1.2%) had paid unsupported work at some point over the follow-up period,reported,any_time_during_followup,,2,,,,169,169,unclear,not_stated,"Social outcomes, p. 539",,,,,,,none,,,,,35.7,11.2,,,,,,29.6,,,"DENOMINATOR ADJUDICATED 12 Aug 2026. The paper states NO denominator for any employment figure. 137 is a data-completeness statement about the clinical and social domain as a whole (Methods, Completeness of data, p. 528), not an employment denominator, and the printed percentages rule it out: 10/137 = 7.3% and 2/137 = 1.5% against the printed 5.9% and 1.2%, whereas 10/169 = 5.9% and 2/169 = 1.2% match. BUT arithmetic agreement establishes the REPORTING BASE, not the observation process: it does not show that employment was observed for all 169, and the paper reports complete clinical and social records for only 137. n_outcome_observed is therefore left BLANK and 169 recorded as n_entered, the strongly implied percentage base, pending author confirmation. 137 is NOT recorded as n_assessed: it denotes complete case-record follow-up across a domain, not assessment of employment at this endpoint. NOT every social-outcome percentage in that paragraph uses 169: the Abstract's '18 (12.7%) living independently' implies a base near 142. The employment percentages match 169; the paragraph as a whole does not use one base. CONSTRUCT is unclear because the measure is only 'Employment (in paid or unpaid work, and for how long)' (Methods, Social data, p. 528), so remuneration cannot be established, and the Abstract calls the same single person 'voluntary employment' while the Results call it 'supported work'."
darjee2017_sz_t120m_paidsupp_ever,darjee2017,carstairs_1992,sz,,120,since_baseline,,,unclear,Ten (5.9%) patients had supported work at some point over the follow-up period,reported,any_time_during_followup,,10,,,,169,169,unclear,not_stated,"Social outcomes, p. 539",,,,,,,none,,,,,35.7,11.2,,,,,,29.6,,,"DENOMINATOR ADJUDICATED 12 Aug 2026. The paper states NO denominator for any employment figure. 137 is a data-completeness statement about the clinical and social domain as a whole (Methods, Completeness of data, p. 528), not an employment denominator, and the printed percentages rule it out: 10/137 = 7.3% and 2/137 = 1.5% against the printed 5.9% and 1.2%, whereas 10/169 = 5.9% and 2/169 = 1.2% match. BUT arithmetic agreement establishes the REPORTING BASE, not the observation process: it does not show that employment was observed for all 169, and the paper reports complete clinical and social records for only 137. n_outcome_observed is therefore left BLANK and 169 recorded as n_entered, the strongly implied percentage base, pending author confirmation. 137 is NOT recorded as n_assessed: it denotes complete case-record follow-up across a domain, not assessment of employment at this endpoint. NOT every social-outcome percentage in that paragraph uses 169: the Abstract's '18 (12.7%) living independently' implies a base near 142. The employment percentages match 169; the paragraph as a whole does not use one base. CONSTRUCT is unclear because the measure is only 'Employment (in paid or unpaid work, and for how long)' (Methods, Social data, p. 528), so remuneration cannot be established, and the Abstract calls the same single person 'voluntary employment' while the Results call it 'supported work'."
fowler2019_tau_t24m_paidany,fowler2019,isrep_rct,tau,,24,since_baseline,,,paid_any,Presence of paid employment in the year following the end of the intervention period,reported,period_prevalence,12,6,37,37,,42,,outcome_observed,complete_case,"Table 1, p. 102",,,,,,,none,,,,,,,,,,,,,,,"Whole TAU arm. Abstract says 50 followed up; Method and Table 1 give 66 of 77 | PUBLISHED INCONSISTENCY: the Abstract states 50 (86%) followed up, but the Method, Table 1 and the CONSORT diagram all give 66 of 77 (37 TAU + 29 SRT), and 86% only works for 66/77."
fowler2019_srt_t24m_paidany,fowler2019,isrep_rct,srt,,24,since_baseline,,,paid_any,Presence of paid employment in the year following the end of the intervention period,reported,period_prevalence,12,9,29,29,,35,,outcome_observed,complete_case,"Table 1, p. 102",,,,,,,none,,,,,,,,,,,,,,,Whole SRT+TAU arm
fowler2019_tau_nonaff_t24m_paidany,fowler2019,isrep_rct,tau_nonaff,,24,since_baseline,,,paid_any,Presence of paid employment in the year following the end of the intervention period,reported,period_prevalence,12,0,24,24,,,,outcome_observed,complete_case,"Table 1, p. 102",,,,,,,none,,,,,,,,,,,,,,,"ZERO-EVENT CELL: 0 of 24. Chi2(1,44)=4.52 p=0.03 vs SRT non-affective"
fowler2019_srt_nonaff_t24m_paidany,fowler2019,isrep_rct,srt_nonaff,,24,since_baseline,,,paid_any,Presence of paid employment in the year following the end of the intervention period,reported,period_prevalence,12,5,20,20,,,,outcome_observed,complete_case,"Table 1, p. 102",,,,,,,none,,,,,,,,,,,,,,,5 of 20 (25%) in paid work
fowler2019_tau_aff_t24m_paidany,fowler2019,isrep_rct,tau_aff,,24,since_baseline,,,paid_any,Presence of paid employment in the year following the end of the intervention period,reported,period_prevalence,12,6,13,13,,,,outcome_observed,complete_case,"Table 1, p. 102",,,,,,,none,,,,,,,,,,,,,,,AFFECTIVE subgroup of TAU
fowler2019_srt_aff_t24m_paidany,fowler2019,isrep_rct,srt_aff,,24,since_baseline,,,paid_any,Presence of paid employment in the year following the end of the intervention period,reported,period_prevalence,12,4,9,9,,,,outcome_observed,complete_case,"Table 1, p. 102",,,,,,,none,,,,,,,,,,,,,,,AFFECTIVE subgroup of SRT+TAU
christensen2019_ips_t18m_paidcomp,christensen2019,ips_denmark_rct,ips,,18,since_baseline,,,paid_competitive,Competitive employment extracted from the Danish DREAM register,reported,any_time_during_followup,,92,243,,,243,,entered,register_complete,"Table 3, p. 1238",,,,,,,none,,success-rate difference vs service as usual,0.102,,33.3,38.7,,,,,,,,,Register-based 100% follow-up; 92/243=37.9 reconciles
christensen2019_ipse_t18m_paidcomp,christensen2019,ips_denmark_rct,ipse,,18,since_baseline,,,paid_competitive,Competitive employment extracted from the Danish DREAM register,reported,any_time_during_followup,,80,238,,,238,,entered,register_complete,"Table 3, p. 1238",,,,,,,none,,success-rate difference vs service as usual,0.06,,33.0,36.6,,,,,,,,,80/238=33.6 reconciles
christensen2019_sau_t18m_paidcomp,christensen2019,ips_denmark_rct,sau,,18,since_baseline,,,paid_competitive,Competitive employment extracted from the Danish DREAM register,reported,any_time_during_followup,,66,239,,,239,,entered,register_complete,"Table 3, p. 1238",,,,,,,none,,,,,32.8,39.8,,,,,,,,,66/239=27.6 reconciles
christensen2019_ips_t18m_paidoredu,christensen2019,ips_denmark_rct,ips,,18,since_baseline,,,paid_or_education,Employment or education at some point during the 18-month follow-up,reported,any_time_during_followup,,112,,186,,243,,unclear,not_stated,"Table 2, p. 1237",,,,,,,none,,success-rate difference vs service as usual,0.134,,33.3,38.7,,,,,,,,,"Composite not an employment rate. Denominator BLANK: 112 (59.9%) implies about 187, contradicting the flowchart interview count of 186 | Denominator deliberately BLANK: the paper never prints the denominators for the 'Employment or education at some point' row (Table 2, p. 1237). 112/243 = 46.1%, not the printed 59.9%, so 243 is not the denominator. The composite is limited by interview participation because education was self-reported at the 18-month interview while employment came from DREAM with complete coverage. Implied interview denominators elsewhere are 187/171/170 (Table 3, p. 1238) against a flowchart giving 186/170/165, and the flowchart lists 243 in an arm that randomised 239. Author query raised."
christensen2019_ipse_t18m_paidoredu,christensen2019,ips_denmark_rct,ipse,,18,since_baseline,,,paid_or_education,Employment or education at some point during the 18-month follow-up,reported,any_time_during_followup,,101,,170,,238,,unclear,not_stated,"Table 2, p. 1237",,,,,,,none,,success-rate difference vs service as usual,0.126,,33.0,36.6,,,,,,,,,Composite. Denominator BLANK: implies about 171 vs flowchart 170
christensen2019_sau_t18m_paidoredu,christensen2019,ips_denmark_rct,sau,,18,since_baseline,,,paid_or_education,Employment or education at some point during the 18-month follow-up,reported,any_time_during_followup,,79,,165,,239,,unclear,not_stated,"Table 2, p. 1237",,,,,,,none,,,,,32.8,39.8,,,,,,,,,Composite. Denominator BLANK: implies about 170 vs flowchart 165
cunningham2025_cohort_t60m_paidany,cunningham2025,nz_idi,cohort,,60,since_baseline,,,paid_any,having been in employment for more than 6 months in year 5,reported,period_prevalence,12,744,2193,,2193,2412,,outcome_observed,register_complete,"Table 2, p. 4 (Maori and non-Maori columns summed)",,,,,,,none,,,,,,,,,,,,,,,DERIVED: 744 = 228 Maori + 516 non-Maori published counts; 2193 = 918 + 1275. All Stats NZ IDI counts randomly rounded to base 3. n_entered 2412 is the originally identified cohort (162 excluded for time abroad and 51 died). Discussion agrees: one-third of the cohort in sustained employment
cunningham2025_maori_t60m_paidany,cunningham2025,nz_idi,maori,,60,since_baseline,,,paid_any,having been in employment for more than 6 months in year 5,reported,period_prevalence,12,228,918,,918,918,,outcome_observed,register_complete,"Table 2, p. 4",,,,,,,none,,,,,,35,,,,,,,,,Published as 25 per cent. All Stats NZ IDI counts randomly rounded to base 3
cunningham2025_nonmaori_t60m_paidany,cunningham2025,nz_idi,non_maori,,60,since_baseline,,,paid_any,having been in employment for more than 6 months in year 5,reported,period_prevalence,12,516,1275,,1275,1275,,outcome_observed,register_complete,"Table 2, p. 4",,,,,,,none,,odds ratio non-Maori vs Maori adjusted for gender age and NZDep,1.57,,,38,,,,,,,,,Published as 40 per cent. Adjusted OR 95 per cent CI 1.29-1.92; a model additionally adjusting for pre-FEP education employment CPS and CJS contact gave 1.41 (1.14-1.75). adjusted_se left blank rather than back-calculated from the CI. Counts randomly rounded to base 3
cunningham2025_cohort_t60m_paidoredu,cunningham2025,nz_idi,cohort,,60,since_baseline,,,paid_or_education_or_training,not having been in education employment or training (NEET) [complement recorded],derived,period_prevalence,12,1323,2193,,2193,2412,,outcome_observed,register_complete,"Table 2, p. 4 (NEET counts subtracted from cohort size)",,"Total minus the printed NEET count; the source prints NEET, not its complement",,,,,none,,,,,,,,,,,,,,,"DERIVED by complement: NEET 441 + 429 = 870; 2193 - 870 = 1323. Assumes NEET status observed for the whole cohort, which register linkage supports but the paper does not state. Counts randomly rounded to base 3"
cunningham2025_maori_t60m_paidoredu,cunningham2025,nz_idi,maori,,60,since_baseline,,,paid_or_education_or_training,not having been in education employment or training (NEET) [complement recorded],derived,period_prevalence,12,477,918,,918,918,,outcome_observed,register_complete,"Table 2, p. 4 (NEET 441 subtracted from 918)",,Total minus the printed NEET count of 441,,,,,none,,,,,,35,,,,,,,,,DERIVED by complement of NEET 441 (48 per cent). Counts randomly rounded to base 3
cunningham2025_nonmaori_t60m_paidoredu,cunningham2025,nz_idi,non_maori,,60,since_baseline,,,paid_or_education_or_training,not having been in education employment or training (NEET) [complement recorded],derived,period_prevalence,12,846,1275,,1275,1275,,outcome_observed,register_complete,"Table 2, p. 4 (NEET 429 subtracted from 1275)",,Total minus the printed NEET count of 429,,,,,none,,,,,,38,,,,,,,,,DERIVED by complement of NEET 429 (33 per cent). Counts randomly rounded to base 3
twumasi2026_cohort_t0m_paidany,twumasi2026,dk_registers_1998,cohort,,0,since_baseline,,,paid_any,Baseline employment status: Employment (DREAM weekly labour market affiliation at cohort entry),reported,point_prevalence,,21930,65630,,,65630,,entered,register_complete,"Table 1, p. 5",,,,,,,none,,,,,36.0,48.8,,,,,,33.4,,,"CONFLICT OF INTEREST: authored by the review guarantor. 21930/65630 = 33.4 per cent, consistent. Table 1 caption calls this point prevalence at cohort entry. Employment is a separate DREAM category from Education/training, so this row is paid work only. Counts rounded under Statistics Denmark disclosure rules"
twumasi2026_cohort_t0m_edu,twumasi2026,dk_registers_1998,cohort,,0,since_baseline,,,education_or_training,Baseline employment status: Education/training,reported,point_prevalence,,4230,65630,,,65630,,entered,register_complete,"Table 1, p. 5",,,,,,,none,,,,,36.0,48.8,,,,,,33.4,,,"CONFLICT OF INTEREST: authored by the review guarantor. 4230/65630 = 6.5 per cent, consistent. A baseline paid_or_education count of 26160 (21930 + 4230) is derivable but is not reported by the authors, so it is not emitted as a row. Counts rounded under Statistics Denmark disclosure rules"
twumasi2026_cohort_t120m_paidoredu,twumasi2026,dk_registers_1998,cohort,,120,since_baseline,,,paid_or_education_or_training,productive engagement: a time-varying binary variable at the person-week level indicating whether an individual was engaged in competitive employment formal education or a vocational training program,reported,any_time_during_followup,,38160,,,,65630,,unclear,register_complete,"Results, Secondary analysis (Fine-Gray), p. 5",,,,,,,unresolved,"Three mutually incompatible denominators for the 10-year productive engagement count: 38160/65630 = 58.1 per cent, not the stated 69.1 per cent, which implies an unprinted base near 55200; the printed counts (38160 + 11730 + 550) sum to 50440, the switcher subcohort, whose base gives 75.7 per cent; and the 550 competing events contradict Table 1's 9690 deaths and 1540 emigrations. Blocked under D12.3d until the internal query REQ-twumasi2026-1 resolves the denominator with authority.",,,,36.0,48.8,,,,,,33.4,,,"CONFLICT OF INTEREST: authored by the review guarantor. DENOMINATOR CONFLICT: n_outcome_observed left blank rather than imputed. 38160/65630 = 58.1 per cent, not the stated 69.1 per cent, which implies a denominator near 55200; the three published counts (38160 + 11730 + 550) sum to exactly 50440, the within-subject switcher subcohort. Three incompatible denominators. paid_or_education because the outcome combines competitive employment with education and vocational training; paid work is not reported separately at follow-up. Counts rounded under Statistics Denmark disclosure rules"
twumasi2026_cohort_t120m_paidoredu_pw,twumasi2026,dk_registers_1998,cohort,,120,since_baseline,,,paid_or_education_or_training,productive engagement: a time-varying binary variable at the person-week level indicating whether an individual was engaged in competitive employment formal education or a vocational training program,reported,period_prevalence,120,,,,,65630,,unclear,register_complete,"Abstract and Table 1, p. 1 and p. 5",,,,,,,none,,,,,36.0,48.8,,,,,,33.4,,,"CONFLICT OF INTEREST: authored by the review guarantor. Overall productive engagement 48.2 per cent across 26.9 million person-weeks. This is a proportion of person-weeks and not of people, so no person-level numerator or denominator exists and both are left blank. Recorded for completeness; not usable in a person-level prevalence pool"
tarricone2017_cohort_t12m_paidoredu,tarricone2017,bologna_fep,cohort,,12,since_baseline,,,paid_or_education,employment status at 12th month; full time study was considered employment,reported,point_prevalence,,75,135,,,163,,entered,not_stated,"Results, Occupational outcome, p. 523-524",,,,,,,none,,,,,31.0,43.6,,,,,,42.3,,,"INTERNAL INCONSISTENCY: 75 employed is called both 46 per cent of the total sample and 53 per cent of those still in contact. Only 75/163 = 46.0 per cent is arithmetically consistent (75/135 = 55.6 per cent and 53 per cent of 135 is 71.6), so the 163 reading is recorded; n_assessed left blank because the 135 still in contact is smaller than the denominator used and would break the nesting rule. Occupational data came from clinical charts and the SIT information system, so ascertainment for all 163 is possible but not stated. paid_or_education because full-time study counted as employment. perc_female derived as (163-92)/163 and perc_employed_baseline as (45+24)/163 from published counts | CORRECTED 11 Aug 2026 (Stage B recheck, human reviewer): denominator was 163, the number RECRUITED. 'One hundred thirty five patients (105 natives and 30 migrants) were still receiving care at 12 months' (Results, Occupational outcome, p. 523); 135/163 = 82.8% matches the Abstract. Construct is paid_or_education because 'Full time study was considered employment' (Methods, Study design, p. 523), so this cannot enter the paid_any pool. PUBLISHED ERROR: 75 described as '53% of those still in contact', but 75/135 = 55.6% (p. 524). // ""PUBLISHED ERROR CONFIRMED BY AUTHOR: Text reports 75 as '53% of those still in contact' (p. 524), but 75/135 = 55.6%. Author confirmed 55.6% is the correct value; 53% was a typographical error."""
tarricone2017_interrupted_t12m_paidoredu,tarricone2017,bologna_fep,interrupted,,12,since_baseline,,,paid_or_education,resumption of work or study activity after the interruption due to FEP,reported,any_time_during_followup,,17,36,,,36,,outcome_observed,not_stated,"Results, Occupational outcome, p. 524",,,,,,,none,,,,,31.0,43.6,,,,,,,,,"Denominator is the 36 patients (37.5 per cent of the 96 working or studying at onset) who suspended activity at FEP. Components: migrants 9 of 14 (reported 64 per cent, consistent) and natives 8 of 22 (reported 40 per cent, but 8/22 = 36.4 per cent). 9 + 8 = 17 matches the stated total. Adjusted OR migrants vs natives 4.45 (1.55-12.76) | Subgroup of those who interrupted work or study at FEP. Construct is paid_or_education: 'Full time study was considered employment' (Methods, p. 523)."
