rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
nossel2018_cohort_t6m_paidany__jbi5_coverage_of_sample,nossel2018_cohort_t6m_paidany,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi5_coverage_of_sample,,unclear,"260 of 325 (80 per cent) have six-month data. The shortfall mixes genuine dropout with administrative censoring from staggered enrolment (43 per cent were censored before 12 months), and the paper does not separate the two at the six-month point.","Table 2, p. 866; Results, p. 866",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidany__jbi6_condition_identification,nossel2018_cohort_t6m_paidany,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi6_condition_identification,,yes,"Paid work is explicitly defined and the definition matches the primary construct: 'Participation in work included any paid employment, including competitive or noncompetitive work, self-employment, or internship'. It is reported separately from school participation, so paid work is not merged with education.","Methods, Measures, p. 864",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidany__jbi7_condition_measurement,nossel2018_cohort_t6m_paidany,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi7_condition_measurement,,unclear,"The same standardised quarterly form is completed for every client, which is consistent, but it is completed by the treating clinician from chart review and reports from the participant and family, with no independent verification and no reliability data for the employment item; unlike the GAF, no training to criterion is described for it. The measurement window at follow-up is not stated.","Methods, Participants and Study Design, p. 864; Measures, p. 864",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidany__jbi8_statistical_analysis,nossel2018_cohort_t6m_paidany,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi8_statistical_analysis,,unclear,"The descriptive proportion is a simple count over a stated denominator, which is appropriate, but the paper gives three different figures for the six-month sample: 260 in the Results text, 261 as 'N at follow-up' in Table 3 and 262 implied by Table 2's discharge flow, without reconciling them.",Results p. 866; Table 2 p. 866; Table 3 p. 867,claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidany__jbi9_response_rate,nossel2018_cohort_t6m_paidany,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi9_response_rate,,yes,"80 per cent at six months, and non-response was examined: baseline characteristics of those discharged before 12 months differed only in medication adherence (p = .049) and GAF symptom score (p = .044), on the basis of which the authors treated unobserved values as missing at random.","Results, p. 864-866; Data Analysis, p. 864",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi1_sample_frame,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi1_sample_frame,,yes,"The frame is everyone enrolled in OnTrackNY, the New York State coordinated specialty care programme, at ten sites during a defined window, which is an appropriate real-world early psychosis population; the paper is explicit that this is service delivery rather than a research protocol.","Methods, Participants and Study Design, p. 864; Discussion, p. 866",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi2_participant_sampling,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi2_participant_sampling,,yes,"Consecutive programme enrolees rather than a selected sample. Requiring at least one three-month follow-up excludes very early leavers, but the programme's own quality-improvement data show 99 per cent (329 of 334) were retained at three months, so the restriction removes about one per cent.","Methods, Participants and Study Design, p. 864; Results, p. 866",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi3_sample_size,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi3_sample_size,,yes,325 enrolled and 260 with six-month data; a proportion near 48 per cent is estimated to within about six percentage points.,"Results, p. 865-866",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi4_subjects_setting_described,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi4_subjects_setting_described,,yes,"Table 1 gives age band, gender, education, parental education, race-ethnicity, insurance, time to intervention, substance use, adherence, suicidality, violence, baseline GAF and baseline education or employment; the intervention, staffing and sites are described.","Table 1, p. 865; Methods, Intervention, p. 864",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi5_coverage_of_sample,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi5_coverage_of_sample,,unclear,"260 of 325 (80 per cent) have six-month data. The shortfall mixes genuine dropout with administrative censoring from staggered enrolment (43 per cent were censored before 12 months), and the paper does not separate the two at the six-month point.","Table 2, p. 866; Results, p. 866",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi6_condition_identification,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi6_condition_identification,,yes,"Competitive work is defined operationally: 'work that pays at least minimum wage, involves a paycheck from the employer, and is not reserved for those with behavioral health problems', which distinguishes labour market setting from support received, as this review requires.","Methods, Measures, p. 864",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi7_condition_measurement,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi7_condition_measurement,,unclear,"The same standardised quarterly form is completed for every client, which is consistent, but it is completed by the treating clinician from chart review and reports from the participant and family, with no independent verification and no reliability data for the employment item; unlike the GAF, no training to criterion is described for it. The measurement window at follow-up is not stated.","Methods, Participants and Study Design, p. 864; Measures, p. 864",claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi8_statistical_analysis,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi8_statistical_analysis,,unclear,"The descriptive proportion is a simple count over a stated denominator, which is appropriate, but the paper gives three different figures for the six-month sample: 260 in the Results text, 261 as 'N at follow-up' in Table 3 and 262 implied by Table 2's discharge flow, without reconciling them.",Results p. 866; Table 2 p. 866; Table 3 p. 867,claude-opus-5 (Stage F batch F03),,
nossel2018_cohort_t6m_paidcomp__jbi9_response_rate,nossel2018_cohort_t6m_paidcomp,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi9_response_rate,,yes,"80 per cent at six months, and non-response was examined: baseline characteristics of those discharged before 12 months differed only in medication adherence (p = .049) and GAF symptom score (p = .044), on the basis of which the authors treated unobserved values as missing at random.","Results, p. 864-866; Data Analysis, p. 864",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi1_sample_frame,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi1_sample_frame,,yes,"The frame is 'all patients enrolled in the OnTrackNY program', a statewide coordinated specialty care network of 20 sites, over a defined five-year window; appropriate for an early psychosis service population.","Design Setting and Participants, p. 49; Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi2_participant_sampling,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi2_participant_sampling,,yes,"A census of programme enrolees rather than a selected sample; no eligibility restriction beyond the programme's own age, diagnosis and duration criteria.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi3_sample_size,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi3_sample_size,,yes,1038 clients in the training set and 874 with data at this timepoint; ample for a descriptive proportion.,"Methods, Statistical Analysis, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi4_subjects_setting_described,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi4_subjects_setting_described,,unclear,"Age, sex and site network are given for the full 1298, and the service model is described, but the analysed training subset of 1038 is not separately characterised in the main paper; the eMethods and eTables that describe the holdout split were not available with this PDF.","Results, p. 51; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi5_coverage_of_sample,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi5_coverage_of_sample,,unclear,"The rates are reported for the training/cross-validation split only (1038 of 1298 clients, 19 of 20 sites); the holdout set's distributions are described as 'similar' with no counts. Within the training set, 874 of 1038 (84 per cent) have an outcome at this timepoint. The shortfall is a mixture of administrative censoring from the rolling cohort (24.7 per cent enrolled less than 24 months before data retrieval) and discharge before two years (49.8 per cent), which are not distinguished per timepoint.","Methods, Statistical Analysis, p. 51; Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi6_condition_identification,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi6_condition_identification,,yes,"The composite is defined explicitly and its components are named: enrolment in an education programme (including high school, vocational training, college or graduate study) or any paid employment (competitive or noncompetitive work, self-employment or internship). It is a valid measure of the composite, though by construction it cannot identify paid employment on its own.","Methods, Measures, Outcomes, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi7_condition_measurement,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi7_condition_measurement,,unclear,"The same standardised quarterly form is used for every client, but it is completed by the primary clinician 'based on all information provided by the participant, their family, and other team members', with no independent verification and no reliability data for this item.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi8_statistical_analysis,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi8_statistical_analysis,,yes,"The Table reports positive over total counts at each timepoint, which is the appropriate presentation for a prevalence; the imputation used elsewhere applies to model predictors, not to this descriptive outcome table.","Table, p. 52; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t3m_eet__jbi9_response_rate,basaraba2023_training_t3m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi9_response_rate,,unclear,"874 of the 1038 training clients (84 per cent) contribute at this timepoint. The reasons for the shortfall are stated in aggregate but no comparison of clients with and without an observed outcome is reported for the descriptive table, and no adjustment is made to it.","Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi1_sample_frame,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi1_sample_frame,,yes,"The frame is 'all patients enrolled in the OnTrackNY program', a statewide coordinated specialty care network of 20 sites, over a defined five-year window; appropriate for an early psychosis service population.","Design Setting and Participants, p. 49; Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi2_participant_sampling,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi2_participant_sampling,,yes,"A census of programme enrolees rather than a selected sample; no eligibility restriction beyond the programme's own age, diagnosis and duration criteria.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi3_sample_size,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi3_sample_size,,yes,1038 clients in the training set and 739 with data at this timepoint; ample for a descriptive proportion.,"Methods, Statistical Analysis, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi4_subjects_setting_described,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi4_subjects_setting_described,,unclear,"Age, sex and site network are given for the full 1298, and the service model is described, but the analysed training subset of 1038 is not separately characterised in the main paper; the eMethods and eTables that describe the holdout split were not available with this PDF.","Results, p. 51; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi5_coverage_of_sample,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi5_coverage_of_sample,,unclear,"The rates are reported for the training/cross-validation split only (1038 of 1298 clients, 19 of 20 sites); the holdout set's distributions are described as 'similar' with no counts. Within the training set, 739 of 1038 (71 per cent) have an outcome at this timepoint. The shortfall is a mixture of administrative censoring from the rolling cohort (24.7 per cent enrolled less than 24 months before data retrieval) and discharge before two years (49.8 per cent), which are not distinguished per timepoint.","Methods, Statistical Analysis, p. 51; Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi6_condition_identification,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi6_condition_identification,,yes,"The composite is defined explicitly and its components are named: enrolment in an education programme (including high school, vocational training, college or graduate study) or any paid employment (competitive or noncompetitive work, self-employment or internship). It is a valid measure of the composite, though by construction it cannot identify paid employment on its own.","Methods, Measures, Outcomes, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi7_condition_measurement,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi7_condition_measurement,,unclear,"The same standardised quarterly form is used for every client, but it is completed by the primary clinician 'based on all information provided by the participant, their family, and other team members', with no independent verification and no reliability data for this item.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi8_statistical_analysis,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi8_statistical_analysis,,yes,"The Table reports positive over total counts at each timepoint, which is the appropriate presentation for a prevalence; the imputation used elsewhere applies to model predictors, not to this descriptive outcome table.","Table, p. 52; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t6m_eet__jbi9_response_rate,basaraba2023_training_t6m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi9_response_rate,,unclear,"739 of the 1038 training clients (71 per cent) contribute at this timepoint. The reasons for the shortfall are stated in aggregate but no comparison of clients with and without an observed outcome is reported for the descriptive table, and no adjustment is made to it.","Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi1_sample_frame,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi1_sample_frame,,yes,"The frame is 'all patients enrolled in the OnTrackNY program', a statewide coordinated specialty care network of 20 sites, over a defined five-year window; appropriate for an early psychosis service population.","Design Setting and Participants, p. 49; Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi2_participant_sampling,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi2_participant_sampling,,yes,"A census of programme enrolees rather than a selected sample; no eligibility restriction beyond the programme's own age, diagnosis and duration criteria.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi3_sample_size,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi3_sample_size,,yes,1038 clients in the training set and 646 with data at this timepoint; ample for a descriptive proportion.,"Methods, Statistical Analysis, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi4_subjects_setting_described,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi4_subjects_setting_described,,unclear,"Age, sex and site network are given for the full 1298, and the service model is described, but the analysed training subset of 1038 is not separately characterised in the main paper; the eMethods and eTables that describe the holdout split were not available with this PDF.","Results, p. 51; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi5_coverage_of_sample,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi5_coverage_of_sample,,unclear,"The rates are reported for the training/cross-validation split only (1038 of 1298 clients, 19 of 20 sites); the holdout set's distributions are described as 'similar' with no counts. Within the training set, 646 of 1038 (62 per cent) have an outcome at this timepoint. The shortfall is a mixture of administrative censoring from the rolling cohort (24.7 per cent enrolled less than 24 months before data retrieval) and discharge before two years (49.8 per cent), which are not distinguished per timepoint.","Methods, Statistical Analysis, p. 51; Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi6_condition_identification,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi6_condition_identification,,yes,"The composite is defined explicitly and its components are named: enrolment in an education programme (including high school, vocational training, college or graduate study) or any paid employment (competitive or noncompetitive work, self-employment or internship). It is a valid measure of the composite, though by construction it cannot identify paid employment on its own.","Methods, Measures, Outcomes, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi7_condition_measurement,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi7_condition_measurement,,unclear,"The same standardised quarterly form is used for every client, but it is completed by the primary clinician 'based on all information provided by the participant, their family, and other team members', with no independent verification and no reliability data for this item.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi8_statistical_analysis,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi8_statistical_analysis,,yes,"The Table reports positive over total counts at each timepoint, which is the appropriate presentation for a prevalence; the imputation used elsewhere applies to model predictors, not to this descriptive outcome table.","Table, p. 52; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t9m_eet__jbi9_response_rate,basaraba2023_training_t9m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi9_response_rate,,unclear,"646 of the 1038 training clients (62 per cent) contribute at this timepoint. The reasons for the shortfall are stated in aggregate but no comparison of clients with and without an observed outcome is reported for the descriptive table, and no adjustment is made to it.","Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi1_sample_frame,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi1_sample_frame,,yes,"The frame is 'all patients enrolled in the OnTrackNY program', a statewide coordinated specialty care network of 20 sites, over a defined five-year window; appropriate for an early psychosis service population.","Design Setting and Participants, p. 49; Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi2_participant_sampling,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi2_participant_sampling,,yes,"A census of programme enrolees rather than a selected sample; no eligibility restriction beyond the programme's own age, diagnosis and duration criteria.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi3_sample_size,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi3_sample_size,,yes,1038 clients in the training set and 555 with data at this timepoint; ample for a descriptive proportion.,"Methods, Statistical Analysis, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi4_subjects_setting_described,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi4_subjects_setting_described,,unclear,"Age, sex and site network are given for the full 1298, and the service model is described, but the analysed training subset of 1038 is not separately characterised in the main paper; the eMethods and eTables that describe the holdout split were not available with this PDF.","Results, p. 51; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi5_coverage_of_sample,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi5_coverage_of_sample,,no,"The rates are reported for the training/cross-validation split only (1038 of 1298 clients, 19 of 20 sites); the holdout set's distributions are described as 'similar' with no counts. Within the training set, 555 of 1038 (53 per cent) have an outcome at this timepoint. The shortfall is a mixture of administrative censoring from the rolling cohort (24.7 per cent enrolled less than 24 months before data retrieval) and discharge before two years (49.8 per cent), which are not distinguished per timepoint.","Methods, Statistical Analysis, p. 51; Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi6_condition_identification,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi6_condition_identification,,yes,"The composite is defined explicitly and its components are named: enrolment in an education programme (including high school, vocational training, college or graduate study) or any paid employment (competitive or noncompetitive work, self-employment or internship). It is a valid measure of the composite, though by construction it cannot identify paid employment on its own.","Methods, Measures, Outcomes, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi7_condition_measurement,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi7_condition_measurement,,unclear,"The same standardised quarterly form is used for every client, but it is completed by the primary clinician 'based on all information provided by the participant, their family, and other team members', with no independent verification and no reliability data for this item.","Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi8_statistical_analysis,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi8_statistical_analysis,,yes,"The Table reports positive over total counts at each timepoint, which is the appropriate presentation for a prevalence; the imputation used elsewhere applies to model predictors, not to this descriptive outcome table.","Table, p. 52; Methods, Statistical Analysis, p. 51",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t12m_eet__jbi9_response_rate,basaraba2023_training_t12m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi9_response_rate,,no,"555 of the 1038 training clients (53 per cent) contribute at this timepoint. The reasons for the shortfall are stated in aggregate but no comparison of clients with and without an observed outcome is reported for the descriptive table, and no adjustment is made to it.","Results, p. 51; Table, p. 52",claude-opus-5 (Stage F batch F03),,
basaraba2023_training_t15m_eet__jbi1_sample_frame,basaraba2023_training_t15m_eet,jbi_prevalence,JBI 2020 checklist for prevalence studies,jbi1_sample_frame,,yes,"The frame is 'all patients enrolled in the OnTrackNY program', a statewide coordinated specialty care network of 20 sites, over a defined five-year window; appropriate for an early psychosis service population.","Design Setting and Participants, p. 49; Methods, Sample and Setting, p. 51",claude-opus-5 (Stage F batch F03),,
